,Unnamed: 0,Title,Genre,Network,Summary,Year,Rating,Metascore,Votes,Runtime,Actors
408,408,Cheese in the Trap,"['comedy', 'romantic']",tvN,"Based on the original webtoon with the same title by “Soon Ggi” which was published via “Naver Online” from 2010-July-07.This drama depicts the relationship between female university student Hong Seol (Kim Go Eun) and her senior Yoo Jung (Park Hae Jin). Hong Seol is a hard-working student, who has returned to college after a long break. She works part-time due to her family’s poor background. Meanwhile, Yoo Jung is a senior at the college known as Mr. Perfect. He is good looking, gets good grades, athletic and has a kind personality, but he has a dark side…",2016.0,7.5,,1706.0,,"Hae-Jin Park, Go-eun Kim, Kang-Joon Seo, Song-Kyoung Lee"
409,409,My Son-In-Law’s Woman,"['family', 'comedy']",SBS,nan,2016.0,,,,40 min,"Hwang Young Hee, Jeong-hee Jang, Seung-jo Jang, Kyung-ho Jung"
410,410,The Cravings (Season 2),"['comedy', 'romantic']",NAVER tvcast,"I do not eat because I’m hungry.Getting older does not necessarily mean getting more prosperous in life. For the single lady Jae Yeong, dealing with love, career, friendship, and family relationship is still difficult.Moving to a new neighborhood, making friends with new weird people, getting a new job and encountering her boyfriend’s new girlfriend weren’t that easy. To make things worse, she suffers from a disease that developed newly. Let’s experience the solace of her daily warm meal that will comfort her living the tough life.",2013.0,7.3,,42.0,,"Hee-von Park, Woo-Jung Lee, Jong-hwan Park, Teo Yoo"
411,411,Jang Yeong Sil,"['historical', 'sci-fi', 'political']",,"Drama series follows the life Jang Yeong Sil (Song Il Gook): a scientist, technician and inventor during the Joseon period. Jang Yeong Sil was born in the lower class nobi. King Sejong (Kim Sang Kyung) notices his abilities and brings him to the palace. King Sejong grants him a chance to display his abilities. He invents tools like astronomical instruments, iron printing press and a water clock.",2016.0,8.2,,51.0,,"Il-guk Song, Sang-kyung Kim, Yeong-cheol Kim, Gyu-ri Park"
412,412,Puck!,['sport'],SBS,"‘Puck!’ is about a man who improves the quality of his life through ice hockey.Due to his ex-wife’s debt, Joon Man (Lee Kwang Soo) had no choice but to work for a gang boss. Even though he has a warm personality, he works as a loan shark. To get debt from an ice hockey coach, Joon Man joins the ice hockey team. He begins to change after joining the university ice hockey.",2016.0,8.1,,25.0,,"Hwang Gyoo-In, Seo Han-Gyeol, Kim Jin-Woo, Hie-bong Jo"
413,413,"www.koreandrama.org/2015-sbs-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2015 SBS Drama Awards (Winners List)""> 2015 SBS Drama Awards (Winners List)",['NaN'],,nan,,,,,,
414,414,"www.koreandrama.org/2015-kbs-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2015 KBS Drama Awards (Winners List)""> 2015 KBS Drama Awards (Winners List)",['NaN'],,nan,,,,,,
415,415,"www.koreandrama.org/2015-mbc-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2015 MBC Drama Awards (Winners List)""> 2015 MBC Drama Awards (Winners List)",['NaN'],,nan,,,,,,
416,416,I’ve Got My Eye On You,['drama'],SBS,nan,,,,,,
417,417,Witch’s Castle,"['family', 'melodrama', 'romantic']",SBS,nan,20152016.0,,,,,"Lincoln Lambert, Danny Ahn, Il-hwa Choi, Jeong-won Choi"
418,418,Splash Splash Love,"['time-travel', 'romantic', 'fantasy']",MBC,"Dan Bi (Kim Seul Gi) is a senior high school student who is also an applicant for the College Scholastic Ability Test. She gave up studying math and on the day of the test, she fell into time lapse and lands somewhere in Joseon era. She then falls in love with Lee Do (Yoon Doo Joon), The king who craves math.",2015.0,7.8,,566.0,,"Ki-joo Jin, Seul-gi Kim, Doo-Joon Yoon"
419,419,Cheers to Me,"['comedy', 'romantic']",UMAX &amp; O’live,"Based on the ongoing Japanese seinen manga series “ワカコ酒 / Wakakozake“ by 新久千映 / Chie Shinkyu which was first published by Tokuma Shoten on Monthly Comic Zenon magazine since 2011-September.This is a cooking drama about a sentimental woman, Ra Yeo Joo (Yoon Jin Seo) who loves to have a drink on her own with a delicious side-dish and the people around her.",20152016.0,,,,25 min,"Jiyeon Shin, Bae Noo Ri, Yoon Jin Seo, Lee Jae Yoon"
420,420,Remember – War of the Son,"['law', 'thriller', 'melodrama']",SBS,nan,20152016.0,7.9,,480.0,,"Seung-ho Yoo, Min-Young Park, Si-eon Lee, Min Namkoong"
421,421,Best Couple,"['family', 'comedy', 'romantic']",MBC,"This is a drama about love and relationships, from the point of view of a mother and two daughters. The story is told through their flings, love and relationships, and marriage, and the drama will try to tell its viewers about the trials and strife of the single, divorced, and re-married women in our era.Han Ah Reum (Kang Min Kyung) is a design assistant at a high-end boutique clothing shop. She is the younger daughter of a divorced woman, Na Bo Bae (Ha Hee Ra). Meanwhile, Han Ah Jung (Jo An) will be her elder sister.",,,,,,
422,422,Imaginary Cat,"['comedy', 'romantic', 'fantasy']",MBC every1,"Based on same title webcomic by Kim Gyung which was published from 2014-June-02 to 2015-April-06 via “webtoon.daum.net”“. This drama will be the first drama to tell the story of cats for the first time in Korea. A human and a cat, who have each one’s own mental wound, live together and heal the wounds through the co-habitation.Hyun Jong Hyun (Yoo Seung Ho) is a webtoon writer who works part-time at a bookstore. Becoming a webtoon writer has always been his dream but he has some difficulties due to his stubborn and self-centered personality. On on rainy day, he meets a stray cat and decides to bring it to live with him. He names it BoK Gil and from then on, he starts opening his mind to the cat. He works hard to make a living for his cat Bok Gil.The drama will also tell a story from Hyun’s point of view and then also from the cat’s point of view. The cat has a different take on what’s wrong with his human’s life. Although he can’t offer his human any advice, Hyun’s furry friend provides a source of comfort and support as he goes through difficult times.",20152016.0,7.3,,60.0,,"Seung-ho Yoo, Ye-ri Han, Hye-Jung Cho, Lee El"
423,423,Sweet Savage Family,"['comedy', 'romantic']",MBC,"This drama is a adaptation of the comedy film franchise “Marrying the Mafia“.Yoon Tae Soo (Jung Joon Ho) is a gang boss who dominates the adult entertainment district in Daejeon, South Korea. At home, he is a household type of father and lives with his strong willed wife Kim Eun Ok (Moon Jung Hee) who nags at him constantly, a troublemaker son and his mother.",20152016.0,6.6,,11.0,,"Min-ah Bang, Min-cheol Choi, Jun-ho Jeong, Woong-in Jeong"
424,424,Oh My Venus,"['comedy', 'romantic']",KBS2,"This is a drama about two Childhood friends meet again in their adulthood and find themselves making a bet on a “diet challenge”. The story focuses on their journey of searching for love and health.Kim Young Ho (So Ji Sub) is a personal trainer for Hollywood stars. Even though he comes from a wealthy family background, he suffered a devastating injury during his childhood days. Now, he overcomes his problems with patience and stubbornness. Meanwhile, Kang Joo Eun (Shin Min Ah) is 33-years-old lawyer. She has struggled to support her family. Now, she is overweight and challenge her-selves for a diet.",20152016.0,7.9,,2017.0,,"Ji-seob So, Min-a Shin, Sung Hoon, Henry Lau"
425,425,High-End Crush,"['web-drama', 'comedy', 'romantic']",NAVER tvcast &amp; Sohu TV,"This drama is a Korean-Chinese production web-drama.This drama is the heartfelt and pure love story by a man, Choi Se Hoon (Jung Il Woo) who with everything in his hands, who falls in love for the first time in his life with a woman, Yoo Yi Ryung (Jin Se Yun) who has been living in completely opposite circumstances from his.",20152016.0,7.6,,151.0,15 min,"Il-Woo Jung, Se-Yeon Jin, Hyun-Woo Park, Se-ha Ahn"
426,426,Eating Existence,"['comedy', 'romantic']",NAVER tvcast,"The comedy drama depicts the dreams, love and struggles to make a living by the Sampo generation, who gave up on three things; courtship, marriage, and childbirth.",2015.0,7.0,,5.0,11 min,"Ahn Young Mi, Min-woo No"
427,427,Snow Lotus,"['melodrama', 'romantic', 'fantasy']",SBS,A fantasy melodrama about a man and a woman who reunite to fulfill a thousand year’s love in their dreams.,2015.0,6.7,,42.0,,"Jae-Hyun Ahn, Jin-hee Ji, Lee Ji-ah, Ji-hye Seo"
428,428,Love Detective Sherlock K,"['thriller', 'mystery', 'web-drama']",NAVER tvcast,Sherlock K is a woman disguised as a man who profiles love psychology and is commissioned by Chaebol Min Woo.,,,,,,
429,429,Beautiful You,"['family', 'romantic']",MBC,"This is the story of various characters who learn about love, courage, healing and savior in the name of ‘family’ who stand by your side in times of hardships. This drama is a beautiful love story which will comfort your exhausted soul.",2009.0,7.8,,3015.0,60 min,"Shin-Hye Park, Keun-Suk Jang, Yong-hwa Jung, Hong-ki Lee"
430,430,Riders: Catch Tomorrow,"['comedy', 'romantic']",E-Channel &amp;  DRAMAcube,"Is the new business idea crazy or is it just crazy enough to succeed? Cha Ki Joon (Kim Dong Wook) is a well-educated young man who begins his career in an enviable entry-level job at a large corporation. But he is not happy with his life. On a whim, Ki Joon decides to quit his job and start up a new business with his two childhood friends, Yoon So Dam (Lee Chung Ah) and Go Tae Ra (Choi Yeo Jin). So Dam has been working lots of different part-time jobs while trying to make it as an illustrator. Tae Ra is a former cycling athlete who decides to go in with Ki Joon on his new business idea – because it’s a company that will make rickshaws, of all things. As the three friends deal with the real world, changing friendships and budding relationships, can their crazy business possibly succeed?",20152016.0,,,,65 min,"Yeo-jin Choi, Hae-yeon Kil, Hee-jin Lee, Mi-Ram"
431,431,Reply 1988,"['family', 'comedy', 'romantic']",tvN,"A heartwarming family drama set in the year of 1988. The story will focus on five families live on the same alley road.1988 was a big year in South Korea. It was the year of the Seoul Olympics, the 1988 College Festival and for the first time in many years, Koreans could travel outside of South Korea. Not only was 1988 a big year in the world of news, education and sports, it was a big year for music in general and K-Pop in particular. In fact, 1988 was the year that Lee Soo Man achieved his dream of giving South Korea a taste of MTV style dance and music through the creation of SM Entertainment. Cho Yong Pil (“Mona Lisa”), Kim Wan Sun (“Too Lonely to Dance Alone”) and Lee Moon Se (“Sunset Glow”) were riding high in the music world. So it’s no surprise that Reply’s third season would focus in on such a monumental year as 1988.",20152016.0,8.6,,1117.0,,"Hyeri Lee, Bo-Gum Park, Kyung-pyo Go, Jun-yeol Ryu"
432,432,The Flatterer,"['comedy', 'web-drama']",NAVER tvcast,This drama tells the story about a excellent student who transfer to a school that contain full of bad boys.,2015.0,6.9,,20.0,15 min,"Lee Jae Jin, Bo-ra Yoon, Dong-yeon Kwak"
433,433,The Secret Message,"['web-drama', 'romantic']",NAVER tvcast,"This is a web-drama co-produced by South Korean company CJ E;M and Japanese company Amuse, Inc.Woo Hyun (T.O.P) is Korean man and Haruka (Juri Ueno) is Japanese woman. They live different lives, but they both carry emotional scars from their first love. Woo Hyun has yet to get over his first love, but he still wants to believe in true love. Meanwhile, Haruka is a woman wants answers relating to love.",,,,,,
434,434,Tomorrow Victory,"['family', 'melodrama', 'romantic']",MBC,Han Seung Ri (Jun So Min) struggles to keep the soy sauce factory which has been run for generations by her family. She also changes gold digger Na Hong Joo (Song Won Geun) into a better person.,20152016.0,,,,,"So-min Jeon, Phillip Choi, Lee Joo-Shil, Bo-Hee Lee"
435,435,"Sweet Home, Sweet Honey","['family', 'romantic']",,"A drama about a group of youngsters who get pushed into society.Even though Oh Bom (Song Ji Eun) is in a difficult financial situation, she is still bright and positive. She works part-time work at a factory. Meanwhile, Kang Ma Roo (Lee Jae Joon) is a kind and simple young man. He is naive about the world.Ahn Tae Ho (Kim Min Soo) is the section chief of a company. He is an ambitious man. He approaches Choi Ah Ran (Seo Yi Ahn) who is the heiress of a large company. She is smart, but has a painful past. Her younger sister went missing and her parents abandoned her.",20152016.0,,,,,"Dae-chul Choi, Myeong-Gil Choi, Su-rin Choi, Da-Yeong Ju"
436,436,You Will Love Me,"['comedy', 'romantic']",DramaH,A romantic comedy drama about a drama writer wannabe Park Ji Ho (Lee Tae Im) who becomes an expert in relationship advice and transforms loser Oh Geun Baek (Oh Chang Suk) into a winner.,,,,,,
437,437,Bubblegum,"['comedy', 'romantic']",tvN,Set within the backdrop of a hospital and a radio station. Four people with different problems get together and become happier.,2015.0,6.8,,84.0,,"Dong-Wook Lee, Ryeowon Jung, Chong-ok Bae, Jong-Hyuk Lee"
438,438,Falling For Challenges,"['web-drama', 'comedy', 'romantic']",NAVER tvcast,A story of a young man and woman heading for their dreams through a club called “One Plus One”.,2015.0,6.6,,46.0,13 min,"Min-Seok Kim, So-eun Kim"
439,439,Awl,"['drama', 'human']",jTBC,"Based on same title original webcomic by Choi Kyu Suk which was first published from 2013-Dec-16 via “naver.com“. The webcomic is based on a true story. The incident occurred from 2007-July at an Emart retail store. Temporary cashiers were fired, which caused a sit-in protest that lasted for 510 days.The drama tells the story of average workers, who silently work hard on each one’s own task. They finally pull together as a team to fight through a difficult and unfair situation.Lee Soo In (Ji Hyun Woo) has the kind of temperament where he has to do the right thing no matter what. After his discharge from the military, he finds work at a large retail market. One day, his boss orders him to fire temporary employees at the store. Lee Soo In refuses to do so and decides to join the labor union. He and the temporary employees struggle against unfair dismissals.",2015.0,7.6,,16.0,40 min,"Hyun-Woo Ji, Nae-sang Ahn, Hyun Woo, Jong-woon Kim"
440,440,The Alchemist,"['melodrama', 'romantic']",MBC every1,A melodrama about a twenty year-old college student.,,,,,,
441,441,Because It’s the First Time,"['comedy', 'melodrama', 'romantic']",Onstyle,nan,2015.0,7.7,,95.0,,"Minho Choi, So-dam Park, Yoona, Hye-Jung Cho"
442,442,The Village: Achiara’s Secret,"['thriller', 'mystery']",SBS,nan,2015.0,7.3,,139.0,,"Seo-hyun Ahn, Jae-woong Choi, Hie-jin Jang, So-yeon Jang"
443,443,Sassy Go Go,"['children', 'romantic', 'school']",KBS2,"This is a drama about a high school cheerleading squad. itdepicts the friendships and loves of youths, while dealing with a harsh educational environment that emphasizes competition.Kang Yeon Doo (Jung Eun Ji) is a popular amongst her school friends for her active and honest character. She is the leader of the cheer team and shines when she’s cheering but is intimidated by her status in the school as she is in the lowest of classes in a school where only the brainiest ones attend.",2015.0,7.7,,474.0,,"Hak-Yeon Cha, Soo-bin Chae, Eun-ji Jung, Won-geun Lee"
444,444,Glamorous Temptation,"['melodrama', 'romantic']",MBC,"This drama tells the story of a woman who experiencing a harsh fate, a woman who is jealous of her and a man who want to take a revenge.",20152016.0,6.4,,27.0,70 min,"Dong Ha, Kang-hee Choi, Sang-uk Joo, Jin-young Jung"
445,445,Six Flying Dragons,"['historical', 'political']",SBS,"“Six Flying Dragons” is a Period drama depicts the ambitions and success stories of 6 people around Prince Lee Bang Won (Yoo Ah In).This drama also depicts the ideological and political conflict between Prince Lee Bang Won and Jung Do Jeon (Kim Myung Min) who is the man instrumental in helping King Taejo (Chun Ho Jin) to establish the fledgling Joseon nation. Jung Do Jeon wants a country ruled by ministers, while Lee Bang Won wants absolute power.Prince Lee Bang Won later become King TaeJong who was the third king in the Joseon Dynasty. He helped his father King Taejo to establish the Joseon Dynasty.",20152016.0,8.8,,410.0,,"Ah-in Yoo, Yo-han Byun, Se-Kyung Shin, Kyun-Sang Yoon"
446,446,9 Seconds – Eternal Time,"['melodrama', 'romantic']",NAVER tvcast,nan,2015.0,7.1,,32.0,13 min,
447,447,My Fantastic Funeral,['romantic'],SBS,This is a story focused around a woman who only has a limited amount of time left. The story unfolds as she unexpectedly meets her old love.,,,,,,
448,448,The Merchant: Gaekju 2015,"['historical', 'romantic']",KBS2,nan,20152016.0,7.0,,24.0,,"Jay Kim, Hyuk Jang, Chae-Ah Han, Hak-cheol Kim"
449,449,D-Day,"['medical', 'fantasy']",jTBC,"When a natural disaster strikes Seoul, a team of medical doctors and emergency personnel struggle to deal with its aftermath.",2015.0,7.7,,141.0,,"Young-kwang Kim, So-Min Jung, Seok-jin Ha, Kyeong-yeong Lee"
450,450,She Was Pretty,"['comedy', 'romantic']",MBC,"A romantic comedy about two past acquaintances who meet again after they went through reversal fortunes and appearances.Kim Hye Jin (Hwang Jung Eum) was a very pretty girl from a rich family. After her family’s publishing company went bankrupt, she experienced hardships and then lost her beauty too. Meanwhile, Ji Sung Joon (Park Seo Joon) was an unattractive boy with low self-esteem, but grows up as a handsome man and successful editor.",2015.0,7.8,,2126.0,60 min,"Jeong-eum Hwang, Seo-Joon Park, Jun-hee Ko, Si Won Choi"
451,451,Immutable Law of First Love,"['comedy', 'romantic']",NAVER tvcast,"This drama is based on the same title popular online novel by “서준혜 / Seo Joon Hye”.Sometimes it can be hard for a teacher to forget a student in more ways than one! Jong Goo (Kim Jeong Hoon) is a high school teacher who is distraught after one of his students, Yeo Ri (Song Ji Eun), disappears. Yeo Ri comes back into Jong Goo’s life as a ghost, and another student, Ha Na (Lee Jin), is the only person who can see her. Can fellow teacher Hae Joo (Lee Jung Bin), who has a crush on Jong Goo and Ha Na help Jong Goo investigate what happened to Yeo Ri?",2015.0,5.9,,12.0,13 min,"Jeong-hoon Kim, Ji-eun Song"
452,452,Love Cells (Season 2),"['comedy', 'romantic', 'fantasy']",NAVER tvcast,"This Web drama is based on the popular Webtoon “Love Cells“ by “김명현 (Kim Myung Hyun)” which was published from 2010-July-21 to 2010-Sep-22.In this bitter sweet love story, Navi (Kim Yoo Jung) acts like a navigation of love relationship. She leads the way for the main characters to piece their long lost memories of love together.",2014.0,6.0,,74.0,,"Sun-Ho Park, Yoo-Jeong Kim, Joon Park, Ji-Hyun Nam"
453,453,Mom,"['family', 'melodrama']",,"Yoon Jung Ae (Cha Hwa Yun) raised her 4 kids by herself. Now, her kid already grown up but none of them really care about her.",2008.0,,,,,"Jung-ah Yum, Ha Jae-Young, Tae-gyu Bong, Ye-ryeon Cha"
454,454,"My Daughter, Geum Sa Wol","['family', 'melodrama']",MBC,"What happens when the “sister” you grow up with at an orphanage ends up taking your life and becoming your biggest professional rival?Geum Sa Wol (Baek Jin Hee) and Oh Hye Sang (Park Se Young) arrived at an orphanage on the same day and grew up like close sisters. But Hye Sang is adopted by Oh Min Ho (Park Sang Won) and Han Ji Hye (Do Ji Won) and ends up living a very comfortable life. But things get complicated because Min Ho’s first love, Shin Deuk Yee (Jun In Hwa), who happens to be Ji Hye’s best friend, secretly gave birth to his daughter, but the baby girl was accidentally switched at the hospital with another baby. Deuk Yee ends up marrying Kang Man Hoo (Son Chang Min), the family driver who throws away his first wife, Choi Ma Ri (Kim Hee Jung), to have a better life with Deuk Yee. Ma Ri becomes a mistress in Man Hoo’s new life but her son, Kang Chan Bin (Yoon Hyun Min), is raised as the legal son of Deuk Ye. While Chan Bin tries his hardest to be the dutiful son, Joo Se Hoon (Do Sang Woo), the son of a moneylender, is the opposite, trying to escape the life that his father created for him. When the truth comes out about Sa Wol and Hye Sang, can the two former orphanage sisters find their true place in life?",2015.0,7.0,,10.0,70 min,"Jin-hee Baek, So Won Kal, Hyun-min Yoon, In-hwa Jeon"
455,455,TV Novel – The Stars Are Shining,"['historical', 'family', 'romantic']",KBS2,nan,,,,,,
456,456,Everything Will Be OK,"['family', 'romantic']",KBS2,A drama about people who face hate and conflict while learning to forgive and understand the meaning of love and happiness.,,,,,,
457,457,Second Time Twenty Years Old,"['comedy', 'romantic']",tvN,"The story revolves around a 38 years old housewife, Ha No Ra (Choi Ji Woo), who decided to go back to school and experience the college life for the first time. She spent the last two decades as a housewife after she got married and became a mother at the age of 19 years old. Her 20 years old son, Kim Min Soo (Kim Min Jae) and his girlfriend, Oh Hye Mi (Son Na Eun) are her classmate, while her husband, Kim Woo Chul (Choi Won Young) and her first love, Cha Hyun Suk (Lee Sang Yoon) are the professors in that college.",,,,,,
458,458,"Noble, My Love",['romantic'],NAVER tvcast,"Based on Web-novel “고결한그대 / The Noble You” by “고결 / Go Gyul” which was published from 2014-June-30 to 2014-Aug-18 through Naver online.This drama telling the romance between Lee Kang hoon (Sung Hoon) who was an heir of plutocrat and Cha Yoon seo (Kim Jae Kyung) who was an attractive, innocent and lovely looking veterinarian.",,,,,,
459,459,Cheo Yong (Season 2),"['thriller', 'crime', 'action', 'horror', 'mystery']",OCN,Detective Cheo Yong (Oh Ji Ho) uses his abilities to interact with spirits to solve cases.,2014.0,7.5,,151.0,,"Ji-Ho Oh, Jun Hyo-Seong, Seung-mok Yoo, Je-wook Yeon"
460,460,I Have a Lover,['melodrama'],SBS,"Do Hae Kang (Kim Hyun Joo), is a successful lawyer, but she wants to become more successful. Due to her ambitions, her relationship with her husband, Choi Jin Uhn (Ji Jin Hee), deteriorates. At that his time, Jin Uhn meets Sul Li (Park Han Byul), who attends the same graduate school. Her personality is pure and enthusiastic, like his wife Hae Kang had in the past. Hae Kang then has an accident and loses her memory. She meets Baek Suk (Lee Kyu Han), and live as her younger twin sister Yong Gi.",20152016.0,7.9,,47.0,75 min,"Hyun-joo Kim, Jin-hee Ji, Han-byeol Park, Kyu-han Lee"
461,461,To Be Continued,"['romantic', 'fantasy']",NAVER tvcast &amp; MBC every1,This Web-drama is about a boy group who fall to the past just a day before their debut and getting back in time with the help of a girl.,,,,,,
462,462,The Eccentric Daughter-in-Law,"['family', 'comedy']",KBS2,"Oh In Young (Dasom) is a former idol. She belonged to a popular 4 member girl group but she isn’t popular anymore now. To regain her popularity, In Young appears on the TV show “Experience of Daughter-in-Law From The Eldest Son’s Family”. While filming for the TV show, she meets her scripted mother-in-law Yang Choon Ja (Go Doo Shim). They hate each other on the show but they then become real mother-in-law and daughter-in-law in real life.",2015.0,6.5,,31.0,,"Ok-Dam Baek, Tae-young Ki, Bo-yeon Kim, Da-som Kim"
463,463,All About My Mom,"['family', 'melodrama']",KBS2,"A story about the tiring but sad love and hatred between a mother and her daughters. Lee Jin Ae (Eugene Kim) has a love and hate relationship with her mother, Im San Ok (Go Doo Shim). She dreams of becoming independent from her family and especially from her mother. Jin Ae falls in love with Kang Hoon Jae (Lee Sang Woo) and marries to him. Meanwhile, what awaits for Jin Ae is her new mother-in-law, Hwang Young Sun (Kim Mi Sook). While experiencing difficult times with her mother-in-law, Jin Ae begins to understand her mother San Ok for the first time.",20152016.0,8.0,,24.0,,"So-young Kim, Mina Kwon, Joon-hee Song, Tae-Joon Choi"
464,464,Rude Miss Young Ae (Season 14),['comedy'],tvN,"This drama revolves around Young Ae (Kim Hyun Sook) and the prejudice portrayed of chubby women and the stress they get from their superiors, colleagues and work.",2007.0,,,,,"Won Joon Choi, Jung Da Hye, Seo Yeon Im, Hyun-sook Kim"
465,465,Yong Pal,"['action', 'medical']",SBS,"Kim Tae Hyun (Joo Won) is an excellent surgeon, but he is constantly harassed by debt collectors due to his younger sister. His younger sister requires expensive kidney dialysis. To make more money, he goes to see patients privately for a high fee. He doesn’t care whether these patients are criminals as long as they can pay him. He then meets Han Yeo Jin (Kim Tae Hee) who is in deep sleep in the hospital.",2015.0,7.6,,426.0,60 min,"Joo Won, Tae-hee Kim, Hyeon-jae Jo, Jeong-an Chae"
466,466,Mrs. Cop,"['action', 'crime']",SBS,A female detective squad chief is in charge of a violent crime division.,2015.0,7.9,,47.0,,"Seul-ong Im, Bum Kim, Sung-ryung Kim, Dam-Bi Son"
467,467,Last,"['thriller', 'action', 'crime']",jTBC,"This drama is based on the webcomic “라스트 / Last“ by “강형규 / Kang Hyung Kyu” which was published from 2011-Feb-28 to 2012-Jan-23 via cartoon.media.daum.net.The story centers on Jang Tae Ho (Yoon Kye Sang), who was once successful, but becomes homeless after failing at a stock operation involving an exorbitant amount in Korea’s stock market. This leads him to face a secretive ranked organization consisting of Seoul’s homeless. Starting from the bottom, he rises up in rank to fight for leadership of the group against the boss who earns money by exploiting the poor homeless people.",2018.0,7.1,,3137.0,142 min,"Yong-hwa Kim, Jung-woo Ha, Ji-Hoon Ju, Hyang-gi Kim, Dong-seok Ma"
468,468,Assembly,"['historical', 'political']",KBS2,"A drama about Jeong Chi Seong (Yoo Oh Sung), a former prosecuter and current third line mid-level member of Parliament who gets abandoned in an island.",2015.0,6.3,,20.0,65 min,"Jae-yeong Jeong, Yun-ah Song, Taecyeon, Jin-ho Choi"
469,469,Scholar Who Walks the Night,"['historical', 'romantic', 'fantasy']",MBC,"This drama is based on same title webcomic by Jo Joo Hee (writer) ; Han Seung Hee (illustrator) via “Daum Webtoon” which was first published as a comic on 2012-Dec-25 by “Seoul Media Group”.Set in an alternate Joseon dynasty, Jo Yang Sun (Lee Yoo Bi) is the daughter of a nobleman whose family loses everything when her father is framed for treason. To make ends meet, Yang Sun begins cross-dressing as a male bookseller, and meets the handsome and mysterious scholar Kim Sung Yeol (Lee Joon Ki). Sung Yeol is a vampire, and he continues to be haunted by the long-ago death of his first love Lee Myung Hee (Kim So Eun) once he meets Myung Hee’s present-day doppelgänger Choi Hye Ryung (Kim So Eun), an aloof nobleman’s daughter. Meanwhile, the evil vampire Gwi (Lee Soo Hyuk) resides in the royal palace and uses his powers and political machinations to prevent the Crown Prince Lee Yun (Shim Chang Min) from ascending the throne.",2015.0,7.4,,490.0,,"Joon-Gi Lee, Tae-Hwan Choi, Hie-jin Jang, So-eun Kim"
470,470,I Order For You,"['comedy', 'romantic']",SBS Plus,"This drama is based on the same title web novel by “플아다 / Plada” which was first published on 2013-July-05 via “Naver Online”.Yeo Gook Dae (U-Know Yunho) is a talented chef who is sassy and considerate but heartbroken in the past since his divorce. His heart later on gets healed when he falls in love again. 28-year-old Park Song Ah (Kim Ga Eun) is idling at home after quitting her job. She goes to a homemade dosirak (lunchbox) shop as her brother’s request and meets three attractive men there. The pretty and delicious food that they make touch her, and she gets her heart stolen by one of them. A cute funny story about a couple who bicker constantly but their relationship gradually blossoms into pure innocent love.",,,,,,
471,471,Late Night Restaurant,['mystery'],SBS,"This drama is based on the Japanese manga series “しんやしょくどう / Shinya Shokudō” by “あべ やろう / Yarō Abe” which was first published from 2006-October by “しょうがくかん / Shogakukan” in Japanese Seinen Manga Magazine “Big Comic Original”. This manga also adapted into Japanese television drama with same title which already broadcast it’s 1st season on 2009-Oct, 2nd season on 2011-Oct and 3rd season on 2014-Oct through “TBS–MBS“. It’s also adapted into Japanese movie which already aired on 2015-Jan-31. (Source)There is a restaurant that only opens from midnight until 7 a.m. everyday and has no set menu. Instead, the mysterious Master (Kim Seung Woo), who is the proprietor and chef, asks his diners what they want and whips up meals made especially for them. Can the food, and he healing powers of Master, help solve his diners’ problems in unexpected ways?",2015.0,8.1,,51.0,,"Seung-woo Kim, Min-jung Ban, Jae-Sung Choi, Tae-Hyun Nam"
472,472,Oh My Ghost,"['comedy', 'romantic', 'fantasy']",tvN,"This is a drama about a girl who is possessed by a ghost and a chef who doesn’t believe in ghosts.Na Bong Sun (Park Bo Young) has an extremely timid personality and low self-esteem, doesn’t have any close friends, and is constantly getting reprimanded at her job as a restaurant sous chef. She also occasionally sees ghosts, thanks to a shaman grandmother. One day, Bong Sun gets possessed by a lustful virgin ghost named Shin Soon Ae (Kim Seul Gi). To make up for the lack of romance in her short life, Soon Ae is determined to seduce as many men as she can by possessing various women, and she finds the perfect vessel in BongSun.Bong Sun’s boss is arrogant star chef Kang Sun Woo (Jo Jung Suk), whom she secretly has a crush on. Sun Woo still hasn’t gotten over an old girlfriend, but when Bong Sun seemingly gets rid of her shyness and suddenly changes into a confident, dynamic woman, she finally catches his eye.",2015.0,8.2,,2055.0,,"Min-cheol Choi, Jung-suk Jo, Ki-Young Kang, Seul-gi Kim"
473,473,Yumi’s Room,"['comedy', 'romantic']",O’live,nan,,,,,,
474,474,We Broke Up,['romantic'],NAVER tvcast,Based on the Webtoon “We Broke Up / 우리헤어졌어요” by Ryu Chae Rin (류채린).This drama tells a story of a couple who happen to live together after their breakup. No Woo Ri (Sandara Park) is a bright and ambitious girl who struggles to land a job while Ji Won Yeong (Kang Seung Yoon) is an indie band’s vocalist who works part time at night.,2016.0,6.9,,278.0,,"Gi-du Kim, Myung-Soo Kim, So-hee Yoon"
