,Unnamed: 0,Title,Genre,Network,Summary
700,700,I Hear Your Voice,"['Romance', 'Fantasy', 'Comedy', 'Thriller', 'Crime', 'Mystery']",SBS,the drama is about a lawyer who is appointed by the state to represent a defendant who has â€œnot even a 1 chance of being declared innocentâ€jang hye sung lee bo young is a bold sassy thickfaced comical female lawyer she is a prickly edge sharp tongue who doesnâ€™t have a bit of concept or manners and finds it hard to be enthusiastic about what she does cha kwan woo yoon sang hyun is a serious passionate and macho former police officer who becomes a government lawyer meanwhile park soo ha lee jong suk is a 19 years old boy who has the superpower to hear peopleâ€™s thoughts together they will team up to solve the cases no one else wants cases that only have a one percent chance of being found innocent
701,701,Case Number 113,"['Family', 'Mystery', 'Crime']",SBS,based on ryu sung heeâ€™s novel about a murder case that leads to the quarrel and forgiveness of a family and highlights on the relationship between parents and their childrenkang hee kyung is the well known chief surgeon of university hospital her husband unexpectedly dies in a car accident with his mistress and she is shocked by the accident since that time she pours excessive love on her sole daughter and this has negative consequences on her daughter her daughter gets caught up in a mix of sex and drugs she then kills someone by accident and then coverups her daughterâ€™s involvement in the killing prosecutors and detectives try to find the truth behind the case where the body has yet to be found
702,702,Shark,"['Thriller', 'Melodrama', 'Romance']",KBS2,after being left for dead and witnessing the death of his father caused by a hit and run accident han yi soo  yoshimura junichiro kim nam gil returns to korea from japan after changing his looks and identity to take revenge on the people who caused his familyâ€™s downfallwhile using jo hae woo son yeh jin the daughter of the main mastermind that he was actually close to when they were young he finds himself truly getting attracted to hermeanwhile oh joon young ha suk jin is the man that hae woo got engaged to while thinking that yi soo had died becomes suspicious of his real identity and motiveswill han yi soo be able to take back the hotels that belongs rightfully to his family and exposed the dirty secrets of his enemies at the stake of losing the woman that he loves
703,703,Dating Agency: Cyrano,"['Romance', 'Comedy']",tvN,this drama is about a dating agency that orchestrates romantic scenarios for paying clients all in an effort to raise enough money to save an old theaterafter seo byung hoon lee jong hyuk loses his best friend in an accident the oncerenowned theater director suffers from guilt and decides to save his late friendâ€™s theater troupe using his masterful stage skills he forms the cyrano dating agencymeanwhile gong min young choi soo young is one of the members of the dating agency she clashes with byung hoon due to their opposite personalities cha seung pyo lee chun hee is a man with a mysterious past and the chef of the restaurant thatâ€™s next door to the theater where the dating agency is housed moo jin hong jong hyun recruited into the dating agency because of his genius engineering skills he is the brains behind all hitech gadgets used by the agency in the field a rang jo yoon woo is a 19 years old high school young boy who dreams of becoming a theater actor
704,704,Cruel City,"['Crime', 'Thriller', 'Romance', 'action']",jTBC,a drama about a police officer joining a gang to investigate a drug caseyoon soo min nam gyu ri decides to find her friendâ€™s killer by going undercover and finishing what she started however she ends up falling in love with the drug lord jung shi hyun jung kyung ho who might have had a role in her friendâ€™s death
705,705,Princess Aurora,"['Family', 'Romance', 'Comedy']",MBC,aurora jun so min is the beloved daughter of a big companyâ€™s president she falls in love with a perfect but picky novelist hwang ma ma oh chang suk this drama will tell the story between these two family
706,706,Ugly Alert,"['Family', 'Romance']",SBS,a human drama in which a silly and worthless man changes the people around him it also delivers the meaning of â€˜familyâ€™ even though they are not blood related and how everyone within that frame understand and heal each other although sometimes they can be jealous and ignore each othergong joon soo im ju hwan is a man who has had a rough life and early on had to fend for himself he takes the blame for a murder his brother commits and serves time in prison there he learns to sew and acquires a trade after discharged from the prison his newly acquired skills give him a job in a fashion company and works for na do hee kang so ra the goodygood daughter of the fashion company which was built by her grandfather meanwhile gong joon sooâ€™s father was married to jin joo kang byulâ€™s mother both families learns how to understand each other and become a family even though they are not related by blood
707,707,Monstar,"['Musical', 'Romance', 'Youth']",Mnet &amp; tvN &amp; KM &amp; Onstyle,a drama about behindthescenes stories of many people who want to become singers and how teenagers who have been hurt and scarred will be healed through music while find out about love friendship and their dreams along the journeyyoon sul chan yong joon hyung is vocalist of fictional band called men in black his past have made him cold cynical and hot temper that get him in many troubles therefore he was sent to new high school where he has to behave or else he will join the high school band and help his fellow students achieve their dream yoon sul chan will be a pair with min se yi ha yeon soo a high school student who moved to korea from new zealand and though she isnâ€²t interested in school or her studies she feels happy whenever she sings she will join the band with yoon sul chan and gets involved in the incidents scattered throughout the story
708,708,Good For You,"['Romance', 'Family', 'Melodrama']",MBC,this drama is about a woman who know only love face a cruel ordeala woman who needs to be loved in an endless romance she cannot go without love for even a single day despite being dumped and betrayed again and again she keeps on falling in love with men thatâ€™s who she is
709,709,Nailshop Paris,"['Romance', 'Comedy']",,a romance drama about the pretty boys working around a nail shophong yuh joo park gyu ri is a woman but she disguises herself as a man to work at the nail salon â€œparisâ€ where only pretty men work
710,710,Sincerity Moves Heaven,"['Family', 'Romance']",,choi se young park se young was adopted when she was a young child after she reunites with her birth mother kim young mi shim hye jin she meets some problem between her adopted family and birth family she works parttime for a broadcasting company and dreams of becoming an announcermeanwhile han jae sung yoo gun is a producer at a broadcasting company he is from a wealthy family and has a warm heart they fall in love with each other after that
711,711,Birth Secret,"['Family', 'Melodrama', 'Romance', 'Comedy']",SBS,jung yi hyun sung yu ri lost memory of her husband  hong gyung doo yoon joo sang and their daughter hae deum kal so won due to amnesia she has lost ten years of her life in memory not able to recall the events specifically from age 17 to 27 this drama will show us the journey to recovering her memory piece by piece and also falling in love with him all over againmeanwhile lee sun young lee jin will plays as her  high school best friend and park soo chang kim young kwang will plays as her exboyfriend
712,712,Mandate of Heaven: The Fugitive of Joseon,"['Historical', 'thriller', 'medical', 'melodrama', 'political']",KBS2,the joseon version of a chaser about a medical practitioner who struggles to save his daughter from a terminal illness while being caught up in a plot to poison king injongroyal physician choi won lee dong wook who works for the royal family becomes involved with the plot to poision king injong and is now a fugitive he tries to save his daughter choi rang kim yoo bin who has an incurable disease choi won has raised his daughter alone since his wife passed away hong da in song ji hyo is the nurse whoâ€™s in love with himmeanwhile lee jung hwan song jong ho  is the euigeumbu detective whoâ€™s the one to capture him and he get help from banditâ€™s daughter so baek yoon jin yi while he is a fugitive crown prince lee ho im seul ong is the suspicious crown prince who ends up thinking he was betrayed by the one person he trusted in the world
713,713,She is WOW,"['Family', 'Comedy', 'Romance']",tvN,a satirical drama about how the popular announcer gong jung han and top actress jo ah ra pretend to be a close couple on the outside when theyâ€²re full of their own problems a typical showwindow couple who attempt to protect their elegant lives made of bluff and their neighborsâ€™ lives shown pleasantly
714,714,Special Affairs Team TEN 2,"['Crime', 'Mystery', 'Thriller']",OCN,this drama is follow up to â€œspecial affairs team tenâ€œâ€œspecial affairs team tenâ€ is a criminal investigation unit that tackles the most violent crimes in south korea these crimes usually have less than a 10 rate for arrests they chase the most notorious killers who attempt to commit the perfect crimesyeo ji hoon joo sang wook is former topnotch detective but now works as a professor he then becomes the leader of special affairs team ten he will lead this special crime unitbaek do sik kim sang ho is  as goodnatured veteran detective he possesses a keen sense of intuition which he honed from his many years as a detectivenam ye ri jo an has been a detective for 4 years she joins special affairs team ten because of her psychological reasoning powerspark min ho choi woo sik is a new detective he joins special affairs team ten after impressing professor yeo ji hoon with his reasoning powers
715,715,Wonderful Mama,"['Family', 'Romance', 'Comedy']",SBS,â€˜wonderful mamaâ€™ is described as a refreshing and heartwarming family storyitâ€™s about a loan shark mom yoon bok hee bae jong ok a selfmade woman who went from working a tiny market stand to owning multimillionwon buildings however she was suffering from alzheimerâ€™s and has to hurry to make her 3 adult kids jung yoo mi kim ji suk amp park bo geum grow up before she forgets everythingmeanwhile jang hoon nam jung gyu woon is the second son of a family thatâ€™s owned a clothing material factory for three generations he lost his parents when he was young and lives with his deaf older brother he meets designer go young chae jung yoo mi who is yoon bok heeâ€™s eldest daughter in the company where they work together at first they have frequent conflicts with each other but fall in love with each other after that
716,716,Jang Ok Jung,"['Period', 'Romance', 'Melodrama']",SBS,this drama tells the story of jang hee bin kim tae hee one of the most famous royal concubines in the joseon dynasty who was behind the deposition of king sook jongâ€™s yoo ah in wife queen in hyun hong soo hyun however unlike the countless dramas and movies about this famous villain this drama will tell the story of jang ok jung before she became concubine jang hee bin and focus on her role as a fashion designer and cosmetic maker in the joseon era
717,717,"KangChi, The Beginning","['Fantasy', 'human', 'melodrama', 'historical', 'romance']",MBC,a melodrama epic about the great deal of trouble choi kang chi lee seung ki born as a halfhumanhalfmythicalcreature who goes through in order to become human and a story of choi kang chiâ€™s journey of struggling in order to live more like a human than anyone else despite not being able to become humanyoon seo hwa lee yeon hee  and the guardian god of jiri mountains gu wal ryung choi jin hyuk fell in love but due to the trap of their enemies the yoon family status fell into ruins while seo hwa was on the run with her maid she received news that wal ryung had disappeared after a mishap feeling unable to raise her son while escaping she sent him down the river in a basket hoping that someone could take him inchoi kang chi lee seung ki was raised by the choi family after having been picked up from the river meanwhile dam yeo wool bae suzy is a master of martial arts and archery yeo wool is an upright character who really values the three bonds and five relationships in confucianism and becomes an instructor at a martial arts center at a young age
718,718,Crazy Love,"['Romance', 'Melodrama']",tvN,this drama tells the story of a woman who meets the love of her life at the most desperate timehaving been brought up in an orphanage yoon mi so park sun young marries the son of a rich family lee min jae heo tae hee when he falls head over heels for her but in the end she gets abandoned she was betrayed by her husband and later meets the love of her life at this lowest point of her life
719,719,"I Summon You, Gold!","['Family', 'Romance', 'Comedy']",MBC,a family drama that defines marriageampfamily and trickamptruth about middle class peoplejung mong hee han ji hye is the woman who dreams of becoming a jewelry designer while operating a small accessories stand and she married into a family that owns a large jewelry company his husband park hyun soo yun jung hoon is the president of this large jewelry company who is the elder son in the family businessmeanwhile sung eun lee soo kyung takes on the opponent role here as the antagonist to jung mong hee she is a successful jewelry designer and she is married to park hyun joon lee tae sung who is the second son in the family business
720,720,All About My Romance,"['Romance', 'Comedy']",SBS,can two politicians one conservative and the other liberal find a middle ground for romancekim soo young shin ha kyun is a newly elected member of the korean national assembly from the conservative new korea party he entered politics after refusing to bow to pressure from his superiors as a sitting judge when he arrives in parliament soo young finds that he keeps running into and clashing with noh min young lee min jung another freshman assembly member from the liberal progressive labor party who entered politics after the death of her sister her sister was a presidential candidate when soo young and min jungâ€™s fiery exchanges at work turns to romance in their private lives they must try to hide their relationship from their colleagues the press and the publicmeanwhile joon ha park hee soon is a prosecutor who becomes noh min youngâ€™s aide when sheâ€™s newly elected to her parliamentary post ahn hee sun han chae ah will be playing a reporter
721,721,When a Man Falls in Love,['Melodrama.Romance'],MBC,han tae sang song seung hun is a former gangster but now a successful business man he has a coldblooded decisiveness and incredible drive this helped him to attain his current status as he started with nothing he then meets a younger woman named seo mi do shin se kyung her personality reminds him of himself when he was that age han taesang begins to feel love for the first time in his lifeseo mi do is full of ambition and she is also bright and lovely seo mi do isnâ€™t afraid of anything because she went through so many difficult times when growing upa man named lee jae hee yun woo jin then confronts han tae sang over seo mi do
722,722,The Queen of Office,"['Romance', 'Comedy']",KBS2,contract employee ms kim kim hye soo does everything perfect at work that even her bosses are a little afraid of she is also shrouded in mystery because her colleagues donâ€™t know her background ms kim is the center of attention and she is also charismatic and funny meanwhile jang kyu jik oh ji ho is a permanent employee in upper management he finished his mba in us before returning to korea two of them always argue about everything
723,723,Cruel Palace â€“ War of Flowers,"['Historical', 'Melodrama', 'Romance']",jTBC,nan
724,724,"Hur Jun, The Original Story","['Historical', 'Medical', 'Romance']",MBC,this drama is based on 19992000 mbc drama series â€œhur junâ€  because of the similarities between the two main characters of the show  â€œhur junâ€ has often been called as male version of â€œdae jang geumâ€the story is set in joseon korea primarily during the reign of seonjo the story covers a time that is approximately 50 years after the death of dae jang geum the reputed first female doctor of joseon korea it depicts the dramatic life of historical figure heo joon who wrote the oriental medical textbook â€œdonguibogamâ€ and became physician for king seonjo kim joo hyuk will plays heo joon in this dramayoo ui tae baek yoon shik plays heo junâ€™s mentor who is the single greatest influence in his life meanwhile ye jin ah park jin hee plays a lady who lost her parents at a young age but was raised by yoo ui tae and grows up learning medicine from him as well she eventually becomes a royal nurse and works alongside heo jun and falls in love with him yoo do ji nam goong min will plays yoo ui taeâ€™s son
725,725,Like a Fairytale,"['Romance', 'Melodrama', 'Family']",KBS2,an ordinary man and a woman stay in a relationship for 15 years they get married but break up twice and now they meet again for the third times
726,726,The End of the World,"['Medical', 'Mystery', 'Romance']",jTBC,this is a drama about a unknown mysterious disease spreadskang joo hun yoon je moon is the chief of epidemiological investigation at the korea centers for disease control and prevention he loses his beloved to the new virus and attempts to find a critical clue through reverse tracing
727,727,Nine: 9 Times Time Travel,"['Timetravel', 'Romance', 'Fantasy', 'Thriller', 'Mystery', 'Melodrama']",tvN,this fantasy melodrama is about an anchorman at a tv broadcasting station park sun woo lee jin wook who is in love with new reporter joo min young jo yoon hee and is given 9 chances to travel back in time to solve a crime that happened 20 years agocast 2012main castlee jin wook as park sun woo jo yoon hee as joo min youngsun wooâ€™s familyjun noh min as park jung woo kim hee ryung as son myung heepeople around sun woojung dong hwan as choi jin chul uhm hyo sup as oh chul min lee seung joon as han young hoon yun je wook as kim bum suk park gri na as lee joo hee lee joon hyuk as cbm news pdother peoplelee eung kyung as kim yoo jin min suk as kang seo joon yoo se rye as sung eun joo kim won hae as park chang min choi woong as choi jin chulâ€™s assistant lee han wie as min youngâ€™s stepfathercameospark won sang as police officer lee jung sung as kang seo joonâ€™s fathercast 1992main castpark hyung shik as park sun woo jo min ah as joo min youngsun wooâ€™s familyseo woo jin as park jung woo kim hee ryung as son myung hee â€“ jin ye sol as son myung hee young jun gook hwan as park chun soopeople around sun woojung dong hwan as choi jin chul â€“ suh dong won as choi jin chul young uhm hyo sup as oh chul min lee yi kyung as han young hoonother peoplega deuk hee as kim yoo jin kim won hae as park chang min park moon ah ë°•ë¬¸ì•„ as sung eun joo na hae ryung as han so raproduction creditsdirector kim byung soo screenwriter song jae jung kim yoon jooawards2016 tvn10 awards content award drama 2013 apan star awards â€“ director award kim byung soo nine 2013 korea drama festival award 2013 â€“ top excellence actress joo yoon hee ninenoteâ€“ this drama has the same production team from â€œqueen inhyunâ€™s manâ€â€“ filming of this drama also taken in nepalposter   related photo      official sitetrailer i amp trailer ii amp full trailernine cross promowatch online in dramafevercomshare thisclick to share on facebook opens in new windowclick to share on twitter opens in new window
728,728,Lee Soon Shin is the Best,"['Romance', 'Comedy', 'Family']",KBS2,lee soon shin iu was born with a silver spoon in her mouth but with the death of her father sheâ€™s finally forced to confront reality and all of the hardships that come with it coddled as the youngest and least successful sibling of the family the silly soon shin nevertheless shines as a lively and spirited girl which attracts shin joon ho jo jung suk a talent agent banking on a comely returnoninvestment however both of them get more than they expected when their partnership turns both of their lives around for the better source dramafever
729,729,The Virus,"['Mystery', 'Investigation', 'Thriller']",OCN,this drama centers around the scientists at the â€˜special infectious disease crisis response teamâ€˜ lead by lee myung hyun uhm ki joon who investigate a mysterious infection case where the virus has a 100 fatality rate while investigation they faces the truth and fights against the power of evil
730,730,Your Woman,"['Melodrama', 'Family', 'Romance']",SBS,a drama about conflict in a family as people know each otherâ€™s secretsa mellow drama looking for truth amidst plots betrayals an lies as people know each otherâ€™s secrets eun soo lee yoo ri is a positive character who never loses hope even in the hardest circumstances but loses her memory in a car accident and lives as yoo jung who married to jin goo im ho
731,731,Pure Love,"['Sitcom', 'Family', 'Romance']",KBS2,a sitcom centers around a group of teens who seem more mature than adults and couple of adults who have just turned 40
732,732,Their Perfect Day,"['Family', 'melodrama', 'thriller']",KBS2,jung soo ah song sun mi is a marketing team leader of a company she is perfect on her work but was terrible with housework she has a daughter who will enter the kindergarten soonâ€¦
733,733,"That Winter, The Wind Blows","['Melodrama', 'Romance']",SBS,a melodrama about a man and a blind woman who donâ€™t believe in loveoh young song hye kyo is a blind heiress to a large corporation who lost her parents in a tragic accident along with her sight she lives in lonelymeanwhile oh soo jo in sung is a gambler and playboy who lives in a meaningless life after being abandoned by his parents at an early age as well as his first lovein order to repay the enormous amount of debt oh soo approach oh young for money purpose but ends up falling in love with herâ€¦
734,734,IRIS 2,"['Action', 'Mystery', 'Thriller', 'Romance']",KBS2,the story take place three years after the the death of hyun joon in iris i it will reveal mystery surrounding hyun joonâ€™s death and baek san kim young chul who has been arrested for being active in the secret organization iris it will also outline the story of mysterious group who controlled everything through baek sanyoo gun jang hyuk will plays the team leader of the nss and ji soo yeon lee da hae plays an olympic gold medalist shooter who turned into spy sniper meanwhile yoo joong won lee bum soo plays a formal spy for north korea and choi min oh yun soo will plays the newly appointed deputy director of the nss at the same time seo hyun woo yoon doo joon will plays a perfect agent and yoon si hyuk lee joon will plays the computer genius in nssâ€™ command center kim yeon hwa im soo hyang will plays a killer in iris 2
735,735,Advertising Genius Lee Tae Baek,"['Romance', 'Comedy']",KBS2,this is a drama about the lives and love of people working in the advertisement industrylee tae bak jin goo plays a young guy who only finished in high school diploma but extremely talent in drawing he comes up to seoul from the countryside and starts out as the hardworking young guy who hands out ads in the street by wearing those sandwich boards he then eventually overcome all difficulties and succeed in the advertising world meanwhile baek ji yoon park ha sun will plays his primary love interestgo ae ri han chae young plays a confident and sexy executive in a advertising company in order to achieve her dream she throws away her past and her love eddie kang jo hyun jae will plays a coolheaded advertising executive heâ€™s described as an elite who has swept many medals at international advertising contests and heâ€™s also a strategist who has the power to overcome obstacles
736,736,Thorn Flower,['Melodrama'],jTBC,a drama about an innocent female going through unfortunate events and becoming a femme fatale taking revenge on huge companies and powerful peoplea drama about a pure and innocent college student jun se mi jang shin young whoâ€™s betrayed by the man she loves the death of her family members and even been raped she then takes her revenge on these powerful people
737,737,Incarnation of Money,"['Melodrama', 'Romance', 'Comedy', 'Mystery']",SBS,a drama based on law about money love and passionbok jae in hwang jung eum plays the daughter of a loan shark and â€˜knows nothing but moneyâ€™ she then eventually becomes the president of a savings bank with her pragmatic and a strong work ethic personality meanwhile lee cha don kang ji hwan knows of her past and is in debt to her he then happens to be locked up in a psychiatric hospital on a remote islandâ€¦
738,738,Play Guide,"['Sitcom', 'Romance']",tvN,this romantic comedy drama will gives dating advice and tips to people who have difficulties in relationships or still are singlepark mon woo plays a hapless young man whoâ€™s failed at a thousand love confessions he turns to son dam bi the ceo of a â€˜love agent companyâ€™ doling out dating advice who purports to have a 100 success rate implementing her own strategiesâ€¦
739,739,"Genre: Drama, human, military, comedy","['Drama', 'human', 'military', 'comedy']",tvN ,nan
740,740,Level 7 Civil Servant,"['Romance', 'Action', 'Comedy']",MBC,this drama is an adaptation of the 2009 movie â€˜my girlfriend is an agentâ€˜this drama is a romantic comedy about a spy couple who hides their true identity from each other and at the same time illustrates about the love friendship and internal department conflicts between the new generation of national intelligence agents in the drama while hiding their true identities from each other the couple fall in love with each otherhan gil ro joo won is a man who always wanted to be a spy ever since he watched the 007 series when he was little he is a kind affluent and stylish man he finally makes it into the national intelligence service but is hit with many difficulties soon after meanwhile kim seo won choi kang hee is an smart agent with brawn and looks but lacking in wealth sheâ€™s works hard to support her family financially
741,741,Queen of Ambition,"['Melodrama', 'Romance']",SBS,this drama is about a woman joo da hae soo ae who wishes to shake off her poverty and become first lady she then meets a nice man ha ryu kwon sang woo who can do anything for her meanwhile baek do hoon uknow yunho is another man who in love with joo da hae
742,742,Flower Boy Next Door,"['Romance', 'comedy']",tvN,based on the webtoon titled â€˜i watch him every dayë‚˜ëš” ë§¤ì¼ ê·¸ë¥¼ í›”ì³ë³¸ë‹¤â€˜ which was published from 21june201117july2011this is a drama about a girl go dok mi park shin hye who is a shutin miss lonelyhearts type who spends her days spying on the man living in next building she is caught spying by her other neighbor enrique geum yoon shi yoon meanwhile oh jin rok kim ji hoon is the man who notices her from long ago and knows everything about her and will fall in love with hergo dok mi is a â€²city rapunzelâ€² who never ventures outdoors yet has her own set of charms that makes men go weak oh jin rok is a scruffy manhwa artist enrique geum is a genius creative director who is goodlooking stylish and bohemian and canâ€²t get enough of soccer he will form a love line with go dok mi
743,743,TV Novel â€“ Sam Saeng,"['Medical', 'Family', 'Romance']",KBS2,nan
744,744,Sirius,"['Family', 'melodrama', 'crime']",KBS2,a drama about an investigation of drug trading by a policeman do shin woo suh joon young who bring him meet his twin brother do eun chang
745,745,100 Year Legacy,"['Family', 'Romance']",MBC,a drama about a household thatâ€™s been running a noodle house for three generationsmin chae won eugene is the eldest granddaughter of a noodle family who comes back to the family business after a divorce she eventually turns the small momandpop operation into a â€œdesigner noodle companyâ€ lee se yoon lee jung jin is a guy who seems cold and prickly on the outside but is actually warm and cuddly on the inside
746,746,"www.koreandrama.org/2012-sbs-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2012 SBS Drama Awards (Winners List)""> 2012 SBS Drama Awards (Winners List)",['NaN'],,nan
747,747,"www.koreandrama.org/2012-kbs-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2012 KBS Drama Awards (Winners List)""> 2012 KBS Drama Awards (Winners List)",['NaN'],,nan
748,748,"www.koreandrama.org/2012-mbc-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2012 MBC Drama Awards (Winners List)""> 2012 MBC Drama Awards (Winners List)",['NaN'],,nan
749,749,The Birth of a Family,"['Romance', 'Melodrama', 'Family']",SBS,a drama about an adopted woman who struggles to make a family
750,750,School 2013,"['School', 'Youth']",KBS2,school is based on a popular series that was released in 1999 and aired until 2002 it deals with the issues that teenagers face in high school this will be the fifth season and ten years since the last season
751,751,Cheongdamdong Alice,"['Romance', 'comedy']",SBS,han se kyung moon geun young is a talented young designer with a very positive character she wins many designing contests and finally joins a clothing company but she only does errands and chores rather than design at work meanwhile the wife of the upper management in this company humiliates her the wife is actually her former high school classmate who didnâ€™t do better than her in school the situation change until she met cha seung jo park shi hoo who is a president of a luxury brand shop in cheongdamdong and he will change her life after that
752,752,Rude Miss Young Ae (Season 11),['Comedy'],tvN,a drama that revolves around unmarried miss young ae and how she deals with stress from work friends and overwork and the prejudice against overweight unmarried women
753,753,Jeon Woo Chi,"['Action', 'Fantasy', 'Historical', 'Comedy']",,jeon woo chi is a classical novel of unknown origin dating to the joseon era that tells the story of a freewheeling mischievous jeon woo chi who swallowed the gumihoâ€™s fox bead which gave him powers of taoist magic he uses those powers to save the poor oppressed people and becomes a herocha tae hyun plays the taoist wizard jeon woo chi and uee plays the role of hong moo yeon who is a princess the granddaughter of hong gil dong and the love interest of jeon woo chi meanwhile lee hee joon take the role of kang rim who is woo chiâ€™s nemesis the dark taoist wizard and allaround scary mofo dramabeans
754,754,Here Comes Mr. Oh,"['Family', 'Romance']",MBC,this drama tell the story of an unemployed second soninlaw oh ja ryong lee jang woo with a good heart as he attempts to save his inlaws from the greedy of first soninlaw
755,755,Missing You,"['Melodrama', 'Romance']",MBC,this drama is a melodrama that will portray a story of a teenage couple who fall in love and get painfully separated and then meet again as adults by playing game of love hide and seekhan jung woo park yoochun has been a homicide detective for 2 years and he is looking for his childhood love lee so yeon yoon eun hye is a fashion designer and often dream of han jung woo searching for herâ€¦meanwhile kang hyung joon yoo seung ho is a coldhearted charismatic fund manager who tries to take revenge on han jung woo because of the troubled relationship within their family
756,756,The King of Dramas,"['Romance', 'Comedy']",SBS,â€˜the lord of the dramaâ€™ is a comedy series set in the entertainment business and revolves around the dramaproduction world featuring a production company ceo a rookie writer and a top staranthony kim kim myung min is a greedy but brilliant ceo of a production company who would do everything and anything for money he is extremely talented in running a businesslee go eun jung ryu won is a warmhearted honest and aspiring rookie writermeanwhile kang hyun min choi si won is a selfconfident ruthless egoistic and arrogant top starwhat is a drama drama is money money money ðÿ™‚ ðÿ™‚ ðÿ™‚
757,757,"Cheer Up, Mr. Kim","['Family', 'Romance', 'Comedy']",,a family drama about a bachelor who raises four children and works all sorts of jobs to support his adopted familykim tae pyung kim dong wan is the guardian of four children with different family names and is an apartment cleaner and housework helper with good looks and skilled hands he is one tough guy whoâ€™s made up of patience and perseverance and he takes care of children who are in the same situation as him in the past
758,758,Short Family,"['Sitcom', 'Family', 'Comedy']",,a sitcom about a middle aged household head a mother and a competent career woman
759,759,Can We Get Married ?,"['Family', 'Romance']",jTBC,the drama will follow the marriage stories of various couples with just 100 days before their marriagedeul ja lee mi sook is a strong meddling mother with daughters to marry off she owns a cosmetics store and raises her two daughters on her own she considers money the most valuable thing in the world â€” which makes her singleminded in the pursuit of prospective soninlaws her own marriage experience was unhappy so sheâ€™s set on making sure itâ€™s different for her children she marries off the elder daughter to a doctor then turns her attention to the younger daughter hye yoon jung so min but only to have the daughter reveal that she wants marry to an ordinary salaryman jung hoon sung joonâ€¦
760,760,Childless Comfort,"['Family', 'Romance']",jTBC,a story about communication and love in a family through quarrels and relationships between parents and childrenahn ho sik lee soon jae married choi geum sil seo woo rim who are the grandpa amp grandma pair at the top of the family treefirst son ahn hee jae yoo dong geun married lee ji ae kim hae sook and ahn so yeong uhm ji won is their daughtersecond son ahn hee myung song seung hwan married ji yoo jung im ye jin and third son ahn hee gyu  yoon da hoon married shin sae rom kyun miriseong gi ha suk jin is a dental surgeon and will play a grandson in this family dae gi jung joon is a bank employee and will paired with kim ji yoo
761,761,Heartstrings,"['Melodrama', 'family']",MBC,a drama that describes the social matters of bullying school violence and such
762,762,Full House Take 2,"['Romance', 'comedy']",SBS Plus,this series pivots around a hapkido teacher jang man ok hwang jung eum becoming a stylist of top idol group take one composed of the perfectionist lee tae ik no min woo and a free yet kind guy named won kang hwi park ki woong and getting into a romantic relationship with themlee tae ik became an idol in order to gain back the house where he had lived with his late parents can lee tae ik regain â€œfull houseâ€  and what about these threeâ€™s future in loveâ€¦
763,763,Maybe Love,"['Romance', 'Family']",MBC,a drama about family love and romance between 2 men and 2 women
764,764,The Great Seer,"['Historical', 'Fantasy', 'Politic', 'Action', 'Romance']",SBS,ji sang ji sung is a gifted seer born with the ability to see into peopleâ€™s pasts and futures there are those who believe falsely that he has dark supernatural powers thinking him possessed by ghosts when he comes of age in the late goryeo era he becomes a scholar of divination and a reader of geography faces and the like to tell fortunes â€” an area with much influence at the time he eventually becomes a â€œkingmakerâ€ who holds the key to a major political shift in the overthrow of goryeo and the rise of joseon he help the general lee sung gye ji jin hee become the first king of the joseon dynastylee jung geun song chang ui is ji sangâ€™s rival hae in kim so yun is ji sangâ€™s main love interest and ban ya lee yoon ji is ji sangâ€™s first love source dramabeans
765,765,What is Mom,"['Family', 'Sitcom', 'Romance']",MBC,this drama tell the story of a mom who stay with her children again after her children joblessna moon hee is a owner of a noodle shop her children already independent and stay in their own house after jobless their children come back to the home again stay and work together in her noodle house
766,766,"My Love, Madame Butterfly","['Family', 'Romance']",SBS,nan
767,767,Ohlala Couple,"['Family', 'Romance', 'Comedy']",KBS2,this drama about a couple go soo nam shin hyun joon and na yeo ok kim jung eun who are about to seal their divorce paper after 12 years of marriage when their souls suddenly switched while at the court
768,768,The Kingâ€™s Doctor,"['Historical', 'Medical', 'Romance']",MBC,nan
769,769,Family Photo,['Family'],SBS,a human drama about a father who protects his teenage daughter and family with love
770,770,The Sons,"['Family', 'Romance', 'Comedy']",MBC,a family drama tell the story of three different characteristics of sons and deals with marriage and divorce in the means of trying to find the justice of lovefirst son yoo hyun ki lee sung jae a widower and single dad with a daughter he hasnâ€™t opened up his heart in a long time but then sung in ok myung se bin enters his life a single mom as well and he falls in lovesecond son yoo min ki ryu su young is a martial arts fantasy novelist who has been in love with the same woman lee shin young han hye rin for ten years only sheâ€™s now engaged to his best friendthird son yoo seung ki seo in guk whoâ€™s the biggest troublemaker of them all he marries his wife mi rim yoon se in but divorce because heâ€™s a playboy they married because he gets her pregnant and has no choice in the matter his new girl friend will be played by shin da eun source dramabeans
771,771,My Daughter Seo Yeong,"['Family', 'Melodrama', 'Romance']",KBS2,this family drama will tell the story love hate reconciliation and relationship between a father who separates with his daughterseo yeong lee bo young is a tough woman who tries to escape the harsh life of poverty with a strong passion to gain success overcome her lower status and rise in society on the road to fullfill her dream she cuts ties with her poor family and incompetent father chun ho jin who still love his daughter despite her bitterness
