,Unnamed: 0,Title,Genre,Network,Summary
82,82,100 Days My Prince,"['Historical', 'Romance', 'Comedy']",tvN,this is a preproduced drama filming began on 2018aprillee yool do is a crown prince he falls off a cliff and nearly dies in an attempted assassination he loses his memory and wanders for 100 days under a new name and personality during this period he meets hong sim nam ji hyun head of the first detective agency in joseon
83,83,Ambergris,['Fantasy'],NAVER tvcast,it is the year 2053 all of humanity now enjoy the fruits of the advances in science and technology however there is â€˜one thingâ€™ the human race yet fails to resolve and this problem has driven all society into a state of gloom and despair a girl reminiscent of her childhood a newscaster longing escape from his mundane life and the artificial intelligence that accompanies them set out on a journey why have they struggled to the edge of land what has drawn them to sea
84,84,Big Forest,['Comedy'],tvN,this drama tells the story of a ruined celebrity and a loan shark end up living and surviving together in daerimdong
85,85,The Ghost Detective,"['Horror', 'Thriller', 'Mystery']",KBS2,this drama tell the story of a detective lee da il choi daniel who catches ghosts tries to solve the case of his younger siblingâ€™s bizarre death with the help of his assistant jung yeo wool park eun bin he runs into a mysterious woman called seon woo hye lee ji ah who appears at every crime scene
86,86,Devilish Joy,"['Comedy', 'Romance']",DramaX &amp; MBN,this drama is about a genius doctor who has â€œcinderella memory syndromeâ€ and falls in love with a hasbeen actressgong ma sung choi jin hyuk is a successor to the sunwoo company life seems to be going well until he gets into a car accident while trying to help a woman since then he suffers from memory loss where his memory lasts only a day every night before bed he writes notes about what happened to him that day and the next morning he memorizes everything that happened gong ma sung then meets joo gi bbeum song ha yoon a formerly well known actress and falls in love
87,87,Madam Cha Dal Raeâ€™s Love,"['Romance', 'Comedy']",KBS2,nan
88,88,Hide and Seek,['Melodrama'],MBC,this drama explores the fate of the heiress to the nationâ€™s largest cosmetics conglomerate and a woman who had to live that life in her stead as well as the desires and secrets surrounding the two womenmin chae rin lee yoo ri is the executive director of the cosmetics company she has an enthusiastic and positive personality but at the same time she fights agains her unlucky fate
89,89,Lovely Horribly,"['Romance', 'Comedy', 'Horror']",KBS2,this drama tell the story of a writer who can see ghosts suffers from fear because everything he writes subsequently happens in real lifeyoo philip park si hoo and ji eul soon song ji hyo are bound by an unusual fate oneâ€™s happiness always results in the otherâ€™s misfortune they begin to work together for a drama series and mysterious things take place around them
90,90,Voice (Season 2),"['Detective', 'Crime', 'Thriller']",OCN,the drama follows the lives of 112 emergency call center employees as they fight against crimes using the sounds that they hear
91,91,Familiar Wife,"['Romanc', 'Fantasy', 'TimeTravel']",tvN,a married couple suddenly finds themselves living entirely different lives after their fates magically change through an unexpected incident
92,92,My ID Is Gangnam Beauty,"['Romance', 'Comedy']",jTBC,this drama is based on the webcomic series â€œë‚´ idëš” ê°•ë‚¨ë¯¸ì¸â€ by gi maeng gi which published from 2016apr8 to 2017dec29 via comicnavercomkang mi rae im soo hyang gets plastic surgery after being bullied due to her appearance however she then gets teased as the â€œgangnam plastic surgery monsterâ€ the drama will follow her story of recovering selfesteem as she gets to know do kyung suk cha eun woo her fellow university classmate
93,93,Your Honor,['Legal'],SBS,this drama tell the story of identical twins han soo ho and han kang ho yoon si yoon who live completely in different liveshan soo ho and han kang ho were born as identical twins but they live totally different lives han soo ho works as a judge and he is guided by principles meanwhile han kang hoâ€™s extensive criminal record contains 6 different arrests one day han soo ho suddenly disappears han kang ho secretly takes his brotherâ€™s place as a judge han kang ho who was once considered trash becomes â€œdear judgeâ€ and highly respected
94,94,Time,['Melodrama'],MBC,this drama tell the story of a man who is in the face of death does everything he can in his last days to help a woman whose life he ruined
95,95,Witchâ€™s Love,"['Comedy', 'Romance', 'Fantasy']","MBN, DramaX",nan
96,96,Thirty But Seventeen,['Romance'],SBS,gong woo jin yang se jong is a 30yearold single man who works as a set designer due to a trauma he experienced 13 years ago he does not want to have a relationship with others meanwhile when woo seo ri shin hye sun was 17 she fell into a coma thirteen years later she wakes up from her coma her mental age is still that of a 17yearold but she is now 30yearsold gong woo jin and woo seo ri then get involved with each other and fall in love
97,97,Risky Romance,"['Romance', 'Medical']",MBC,joo in ah lee si young is an endocrinologist whose main interest is the role of hormones in sexual attraction meanwhile han seung joo ji hyun woo is a neurosurgeon who feels a strong professional rivalry with the endocrinologist they develop romantic feelings for each other after they begin working together
98,98,Life,['Medical'],jTBC,this drama tell the story of the power struggles in a hospitalye jin woo lee dong wook is a doctor in the emergency medical center at sangkook university hospital meanwhile goo seung hyo cho seung woo is the president at sangkook university hospital one is a warm heart doctor but another one is cool heart president
99,99,Love to the End,"['Melodrama', 'Romance', 'Family']",KBS2,this is a drama with a loving and successful story that keeps oneâ€™s only love for a lifetime and finally finds happinesswhen she was a teenager han ka youngâ€™s lee young ah father went bankrupt her parents then divorced because of her difficult situation han ka young has taken care of the housework and her family since her teenage years nevertheless she has a bright personality her father then starts a cosmetics company she works at her fatherâ€™s company and takes her job seriously meanwhile han ka young has never had a boyfriend one day she meets yoon jung han kang eun tak he is a successor to a family owned glass factory han ka young then falls in love with him
100,100,Letâ€™s Eat 3,"['Romance', 'Comedy']",tvN,nan
101,101,Let Me Introduce Her,"['Melodrama', 'Mystery']",SBS,the story of a woman who tries to recover the memories she lost following complete facial reconstruction surgeryhan gang woo kim jae won is a plastic surgeon specialist and ji eun han nam sang mi is the woman who undergoes plastic surgery
102,102,To. Jenny,"['Romance', 'Music']",KBS2,this drama is a new type of music drama which combines the excitement of a first love with indie music it tells the story of a man who expresses his feelings towards his first love through music and a woman who chases her dreams through a challenging life
