,Title,Wiki Summary,Wiki Tags,Genre,Network,Summary
531,Golden Pouch,Golden Pouch (Hangul: 황금주머니; RR: Hwanggeumjumeoni) is a 2016 South Korean television series starring Kim Ji-han and Ryu Hyo-young. The series aired daily on MBC from 20:55 to 21:30 (KST).,"['2010s South Korean television series', '2016 South Korean television series debuts', '2017 South Korean television series endings', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'CS1 Korean-language sources (ko)', 'Korean-language television programs', 'Munhwa Broadcasting Corporation television dramas']","['Romance', 'Family']",MBC,"A delightful family drama with food background and a heartwarming romance between Sul Hwa (<a href=""http://star.koreandrama.org/ryu-hyo-young/"" target=""_blank"">Ryu Hyo Young</a>), the 3rd daughter who has some questions regarding her status in the family, and a brilliant surgeon Suk Hoon (<a href=""http://star.koreandrama.org/jin-yi-han/"" target=""_blank"">Kim Ji Han</a>) who turns into a cook after he experienced some misfortunes."
532,Why Did You Come to My House ?,"Dreamcatcher (Korean: 드림캐쳐; formerly known as MINX) is a South Korean girl group formed by Dreamcatcher Company. The group consists of seven members: JiU, SuA, Siyeon, Handong, Yoohyeon, Dami and Gahyeon. They officially debuted on January 13, 2017, with the single album Nightmare.
Dreamcatcher was originally formed under the name MINX, consisting of five members: JiU, SuA, Siyeon, Yoohyeon, and Dami. They released their debut single ""Why Did You Come to My Home?"" on September 18, 2014. In December of the same year, they released the holiday single, ""Rockin' Around the Christmas Tree"", with girl group Dal Shabet. They made a comeback in July 2015, with the EP Love Shake, which was to be their last release as MINX. In November 2016, they announced that they were to re-debut in 2017 under the new name Dreamcatcher with the addition of two new members.","['2014 establishments in South Korea', 'Articles containing Korean-language text', 'Articles with hCards', 'Articles with short description', 'CS1 Japanese-language sources (ja)', 'CS1 Korean-language sources (ko)', 'CS1 uses Japanese-language script (ja)', 'CS1 uses Korean-language script (ko)', 'Commons category link is on Wikidata', 'K-pop music groups', 'Musical groups established in 2014', 'Musical groups from Seoul', 'Pages containing links to subscription-only content', 'South Korean girl groups', 'Wikipedia articles with MusicBrainz identifiers']","['Romance', 'comedy']",SBS,A comedy romance drama about potential son in-laws who come finding their way to the doorsteps of their future wives because of fate. Jo Gi Dong is a guy who causes some chaotic situations when he aims to become the son in-law of a rich man portrayed by Joo Hyun. Han Mi Soo is a rich girl who falls for Gi Dong. Kim Seung Soo plays Mi Soo’s first love in college.
533,Imjin War 1592,"The Imjin River (Hangul: 임진강 in South Korea) or Rimjin River (Chosŏn'gŭl: 림진강 in North Korea) is the 7th largest river in Korea. It flows from north to south, crossing the Demilitarized Zone and joining the Han River downstream of Seoul, near the Yellow Sea. The river is not the namesake of the Imjin Waeran Japanese invasions of Korea in the late 16th century.","['Articles containing Korean-language text', 'Articles containing undetermined-language text', 'CS1 Korean-language sources (ko)', 'CS1 uses Korean-language script (ko)', 'Commons category link is on Wikidata', 'Coordinates on Wikidata', 'International rivers of Asia', 'North Korea–South Korea border', 'Rivers of North Korea', 'Rivers of South Korea']",['Historical'],,"This docudrama depicts political situations in Joseon, Myung Dynasty and Japan during the <a href=""https://en.wikipedia.org/wiki/Japanese_invasions_of_Korea_(1592%E2%80%9398)"" target=""_blank"">Imjin War</a>."
534,The Birth of a Married Woman,"Birth of a Beauty (Hangul: 미녀의 탄생; RR: Minyeoui Tansaeng) is a 2014 South Korean television series starring Joo Sang-wook, Han Ye-seul, Jung Gyu-woon and Wang Ji-hye. It aired on SBS from November 1, 2014 to January 11, 2015 for 21 episodes.","['2014 South Korean television series debuts', '2015 South Korean television series endings', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'CS1 Indonesian-language sources (id)', 'HanCinema drama ID not in Wikidata', 'Korean-language television programs', 'Official website different in Wikidata and Wikipedia', 'Seoul Broadcasting System television dramas', 'South Korean romantic comedy television series']","['Romance', 'Comedy']",SBS Plus,The drama tells stories about wedding planning with a great deal of details that nobody has told you so far.
535,Blue Bird’s House,NaN,NaN,"['Family', 'Romance', 'Comedy']",KBS2,
536,Argon,"Argon (Hangul: 아르곤; RR: Areugon) is a 2017 South Korean television series directed by Lee Yoon-jung, starring Kim Joo-hyuk and Chun Woo-hee about passionate reporters. The series marks Chun Woo-hee's first small screen lead role. It aired on cable channel tvN every Monday and Tuesday at 22:50 (KST) from September 4 to September 26, 2017.It was one of Kim Joo-hyuk's last projects before his death on October 30, 2017.","['2010s South Korean television series', '2017 South Korean television series debuts', '2017 South Korean television series endings', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'CS1 Korean-language sources (ko)', 'HanCinema drama ID not in Wikidata', 'Korean-language television programs', 'TVN (South Korea) television dramas', 'Television series by Studio Dragon']","['Politic', 'Office']",tvN,"The story of truthful reporters who strive to deliver the facts in a world full of fake news.</p><p>Kim Baek Jin (<a href=""http://star.koreandrama.org/kim-joo-hyuk/"" target=""_blank"">Kim Joo Hyuk</a>) is an anchor, reporter and leader of investigative reporting program “Argon” He does not tolerate mistakes and relies only on facts. Meanwhile, Lee Yeon Hwa (<a href=""http://star.koreandrama.org/chun-woo-hee/"" target=""_blank"">Chun Woo Hee</a>) is a contract reporter. 3 months before her contract is to end, she is assigned to work at “Argon” She struggles to get a permanent job there as a reporter. She receives strict training and grows as a reporter while Working with Kim Baek Jin."
537,Shin-ip Sa-won / Super Rookie,"The following is a list of episodes of the South Korean talk show Happy Together (해피투게더), broadcast on KBS2 every Thursday at 23:05 KST starting November 8, 2001. The show began airing in HD on March 17, 2011. Episodes are aired with English subtitles not only in episode reruns, but also episodes uploaded on KBS's official YouTube channel.There were 179 episodes aired during Season 1, which ended on April 28, 2005. Season 2 was first released the pilot on February 14, 2005, then began officially airing on May 5, 2005, ended on June 21, 2007, and had 112 episodes. There were also 4 special episodes which aired between Season 1 and Season 2 on the traditional Korean holidays such as Chuseok, Seollal, or others festivals such as Thanksgiving and Christmas. Season 3 aired from July 5, 2007 to October 4, 2018, with 557 episodes. Season 4 airs starting October 11, 2018.","['Articles containing Korean-language text', 'Articles with short description', 'CS1 Korean-language sources (ko)', 'Interlanguage link template existing link', 'Interlanguage link template link number', 'Lists of South Korean television series episodes', 'Lists of reality television series episodes', 'Lists of variety television series episodes']",['NaN'],MBC,"Super Rookie (신입사원: rookie employee) is an intelligent comedy which gives hope and courage to young people going through difficult times.</p><p>It is a story of a young man (Kang Ho) who gets a job in a prestigious company due to a computer error. He doesn’t have a great family or educational background and is regarded as a slacker in the traditional terms. Worst yet, he seems to spend his life devoted to reading comic books, playing cards, kick boxing, and the like. However he is spirited, street smart, athletic, loyal, and charismatic – especially with the ladies. The drama reveals how he gets his new job, his work-life, and the love and passions in his life in a very interesting way. He never gets discouraged despite all of life’s difficulties. Kang Ho’s high spirits and Mi-ok’s efforts to improve her life give today’s younger generation a chance to look at their own lives and ponder what’s truly valuable."
538,Here Comes Ajumma,NaN,NaN,['br/>Episodes:162'],KBS2,"This is the story of Oh Nim, a young married woman with a child. Her marriage breaks apart and she copes by becoming the star of a cooking show. Here Comes Ahjumma chronicles how this comes about as she tenaciously provides for her family and enters a contest to be the next celebrity cooking show host. Her sweet and gentle personality charms everyone including the Chaebol boss, the manager at the TV Station. You’ll want to follow her as she tries at first to reconcile her marriage and then realizes she can’t do it, and so she changes her life to survive and thrive. She is a true heroine in all she does and all the choices she makes."
539,Drama Stage (Season 2),This is a list of episodes of the South Korean TV series Drama Stage. The show airs on tvN.,"['Articles containing Korean-language text', 'Articles with Korean-language external links', 'CS1 Korean-language sources (ko)', 'Interlanguage link template link number', 'Lists of South Korean television series episodes']",['NaN'],tvN,
540,Magic Hanja,NaN,NaN,"['Youth', 'fantasy', 'action']",KBS2,A children’s drama about the leading characters who are reincarnated to the modern world. They are on a struggle to find 10 of the magic characters that are scattered all over the human world.
541,Snow in August,"The Snow Queen (Hangul: 눈의 여왕; RR: Nunui Yeowang) is a South Korean television series starring Hyun Bin and Sung Yu-ri. It aired on KBS2 from November 13, 2006 to January 8, 2007 on Mondays and Tuesdays at 21:55 for 16 episodes.","['2000s South Korean television series', '2006 South Korean television series debuts', '2007 South Korean television series endings', 'Articles containing Korean-language text', 'Articles containing Thai-language text', 'Articles with Korean-language external links', 'HanCinema film ID same as Wikidata', 'Korean-language television programs', 'Korean Broadcasting System television dramas', 'South Korean melodrama television series', 'South Korean romance television series', 'Television articles using insufficient disambiguation', 'Television programs based on fairy tales', 'Works based on The Snow Queen']",['Romance'],SBS,"Jo Dong Hyuk will be playing a 27 year old single with a six year old son who falls for Choo Sang Mi, a thirty-three year old divorcee. Her husband cheated on her and she suffers from the pain of losing their son in a car accident 3 years ago. This drama is about how the two meet and through a child they heal each other wounds."
542,On the Way to the Airport,"On the Way to the Airport (Hangul: 공항가는 길; RR: Gonghangganeun Gil) is a South Korean television series starring Kim Ha-neul, Lee Sang-yoon, Shin Sung-rok, Choi Yeo-jin and Jang Hee-jin, about married individuals who meet by fate and become more involved in each other's lives. It aired every Wednesday and Thursday on KBS2 at 22:00 KST for 16 episodes.","['2010s South Korean television series', '2016 South Korean television series debuts', '2016 South Korean television series endings', 'Adultery in television', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'Aviation television series', 'CS1 Korean-language sources (ko)', 'HanCinema drama ID not in Wikidata', 'Korean-language television programs', 'Korean Broadcasting System television dramas', 'Pages using infobox television with editor parameter', 'South Korean melodrama television series', 'South Korean romance television series', 'Television series by Studio Dragon']","['Melodrama', 'Romance']",KBS2,"This drama is about the relationship between people. The drama begins with a question, ‘Couldn’t there be any decent relationship between a married man and a married woman in this world?” It is a melodrama touching your heart to deliver empathy, solace and thoughts about ultimate love to drama fans through the stories of the leading characters.</p><p>Choi Soo Ah (<a href=""http://star.koreandrama.org/kim-ha-neul/"" target=""_blank"">Kim Ha Neul</a>) works as an assistant purser at an airline. She has been working there for 12 years. Her husband is a pilot and they have a 12-years-old daughter. Choi Soo Ah thinks she is content with her life, but she meets Seo Do Woo (<a href=""http://star.koreandrama.org/lee-sang-yoon/"" target=""_blank"">Lee Sang Yoon</a>). Her life changes. Seo Do-Woo works as a part-time instructor in architecture. He has a bright and warm heart. He is married and they have a daughter, but a shocking incident occurs. Due to this, he becomes confused and Choi Soo Ah comes into his life."
543,Kokkiri,"The Jeju United Football Club (Hangul:제주 유나이티드 FC; Hanja: 濟州 유나이티드 FC) is a South Korean professional football club. The club is based in Seogwipo, Jeju Province, South Korea. In the past, the club has been known as the Yukong Elephants Football Club and Bucheon SK.","['1982 establishments in South Korea', 'Articles with Korean-language external links', 'Association football clubs established in 1982', 'Commons category link is on Wikidata', 'Jeju United FC', 'K League 1 clubs', 'SK Sports', 'Sport in Jeju Province']",['Romance'],MBC,"><p><img alt=""kokkiri.jpg"" src=""https://www.koreandrama.org/wp-content/uploads/2008/11/kokkiri.jpg""/></p><p>Title: 코끼리 / Kokkiri<br/> Chinese title : 大象<br/> Also known as: Elephant<br/> Genre: Romance<br/> Episodes: 124<br/> Broadcast network: MBC<br/> Broadcast period: 2008-Jan-21 to 2008-July-18<br/> Air time: Mondays to Fridays 20:20</p><p><span id=""more-713""></span></p><p><strong>Synopsis </strong></p><p>Guk Yeong-su (Psy Ko) is a high school Korean language teacher. He is on bad terms with Joo Bok Man (Gae Ko), a high school student in his 40s and the landlord. Joo’s two sons and Guk’s three daughters also live in Joo’s house, and everyone becomes involved in various incidents and relationships, including romance. The show depicts the lives of a group of characters in the sitcom having nicknames ending with “ko.”"
544,Emergency Man and Woman,"Emergency Couple (Hangul: 응급남녀; RR: Eung-geumnamnyeo; lit. Emergency Man and Woman) is a 2014 South Korean television series starring Song Ji-hyo and Choi Jin-hyuk with Lee Pil-mo, Choi Yeo-jin and Clara. It aired on cable channel tvN from January 24 to April 5, 2014 on Fridays and Saturdays at 20:40 for 21 episodes. The romantic comedy/medical drama is about a divorced couple whose tumultuous feelings for each other are rekindled when they become reunited years later as interns at the same hospital.Due to the popularity of the drama, it was extended by one episode. Broadcasting rights of the drama were also sold to 9 countries.
A special music talk show titled Reply with Music - Emergency Couple was aired on May 6, 2014, to thank the audience for their support.","['2010s South Korean television series', '2014 South Korean television series debuts', '2014 South Korean television series endings', 'Album infoboxes lacking a cover', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'Articles with hAudio microformats', 'CS1 Korean-language sources (ko)', 'CS1 Thai-language sources (th)', 'CS1 uses Korean-language script (ko)', 'HanCinema film ID same as Wikidata', 'Korean-language television programs', 'South Korean medical television series', 'South Korean romantic comedy television series', 'TVN (South Korea) television dramas', 'Television series by KeyEast', 'Use mdy dates from May 2016']","['Medical', 'Romance', 'Comedy']",tvN,"A romantic comedy about a couple who married during medical school but due to their clashing personalities divorced soon afterwards. They are reunited years later as interns at a hospital. Will love strike again for the two?</p><p>Jin Hee (<a href=""http://star.koreandrama.org/?p=601"" target=""_blank"">Song Ji Hyo</a>) had a good life as a dietitian when she met medical school student Chang Min (<a href=""http://star.koreandrama.org/?p=4031"" target=""_blank"">Choi Jin Hyuk</a>). Chang Min comes from a wealthy family full of doctors who where against their marriage but the two decided to get married anyway. He gave up his medical internship to work as a pharmaceutical salesman. Their marriage isn’t a happy one and they decided to get a divorce since his family kept looking down on Jin Hee and even Chang Min started to change. After their divorce, Both of them graduated from medical school and works as an intern. One day, they meet in the emergency room for a hospital where they both have their medical internship."
545,Take Care of the Young Lady,"My Fair Lady (Hangul: 아가씨를 부탁해; lit. Take Care of the Young Lady or Take Care of Agasshi) is a 2009 South Korean television series, starring Yoon Eun-hye, Yoon Sang-hyun, Jung Il-woo and Moon Chae-won. It aired on KBS2 from August 19 to October 8, 2009, on Wednesdays and Thursdays at 21:55 for 16 episodes.","['2000s South Korean television series', '2009 South Korean television series debuts', '2009 South Korean television series endings', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'CS1 Korean-language sources (ko)', 'CS1 uses Korean-language script (ko)', 'HanCinema drama ID not in Wikidata', 'Korean-language television programs', 'Korean Broadcasting System television dramas', 'Official website not in Wikidata', 'South Korean romantic comedy television series']","['Romance', 'comedy']",,"Kang Hye Na, the only successor of Kang-san Group, is the owner of the ‘Lady Castle’ and lives a ‘princess-like’ life with her servants. Hye-na’s parents died from a plane accident and her grandfather brought her up. Hye-na is strong-headed, selfish and world revolves around her; it is because she could not experience the warmth of family when she grew up.<br/> One day, she comes across Dong-chan. He makes Hye-na to do community service, kidnaps her, and now appears in front of her as the new household manager! Hye-na makes every effort to throw him out from the Castle, but this guy has tenacity in him!"
546,Sincerity Moves Heaven,"Park Se-young (Hangul: 박세영; born July 30, 1988) is a South Korean actress. She rose to fame in 2012 with supporting roles in the television dramas Faith and School 2013. Park has since played leading roles in Sincerity Moves Heaven (2013) and Glorious Day (2014), as well as the film The Cat Funeral (2015).","['1988 births', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'Articles with hCards', 'CS1 Korean-language sources (ko)', 'Interlanguage link template link number', 'Living people', 'People from Seoul', 'South Korean actresses', 'South Korean child actresses', 'South Korean film actresses', 'South Korean television actresses', 'Twitter username different from Wikidata', 'Use mdy dates from March 2015']","['Family', 'Romance']",,"Choi Se Young (<a href=""http://star.koreandrama.org/?p=22897"" target=""_blank"">Park Se Young</a>) was adopted when she was a young child. After she reunites with her birth mother, Kim Young Mi (<a href=""http://star.koreandrama.org/?p=742"" target=""_blank"">Shim Hye Jin</a>), she meets some problem between her adopted family and birth family. She works part-time for a broadcasting company and dreams of becoming an announcer.</p><p>Meanwhile, Han Jae Sung (<a href=""http://star.koreandrama.org/?p=476"" target=""_blank"">Yoo Gun</a>) is a producer at a broadcasting company. He is from a wealthy family and has a warm heart. They fall in love with each other after that."
547,Things We Do That We Know We Will Regret,"The 2019 North Korea–United States Hanoi Summit, commonly known as the Hanoi Summit, was a two-day summit meeting between North Korean Chairman Kim Jong-un and U.S. President Donald Trump, held at the Metropole Hotel in Hanoi, Vietnam, on February 27–28, 2019. This was the second meeting between the leaders of the DPRK and the United States, following the first meeting in June 2018 in Singapore.
On February 28, 2019, the White House announced that the summit was cut short and that no agreement was reached. Trump later elaborated that it was because North Korea wanted an end to all sanctions. North Korean Foreign Minister Ri Yong-ho asserted that the country only sought a partial lifting of five United Nations sanctions placed on North Korea during 2016–17.","['2019 conferences', '2019 in American politics', '2019 in North Korea', '2019 in Vietnam', '2019 in international relations', '21st century in Hanoi', 'All articles needing additional references', 'All articles that are excessively detailed', 'All articles with style issues', 'All articles with unsourced statements', 'Articles containing Korean-language text', 'Articles needing additional references from February 2019', 'Articles with short description', 'Articles with unsourced statements from February 2019', 'Commons category link from Wikidata', 'February 2019 events in Asia', 'Kim Jong-un', 'North Korea–United States relations', 'Pages using deprecated image syntax', 'Presidency of Donald Trump', 'South Korea–United States relations', 'Trump administration controversies', 'Use mdy dates from November 2018', 'Wikipedia articles that are excessively detailed from March 2019', 'Wikipedia articles with incorrect tenses', 'Wikipedia articles with style issues from March 2019', 'Wikipedia pages move-protected due to dispute']",['Romance'],KBS2,This drama is made up of four different kinds of love the heroine goes through. Each love story is a one-act drama in the four-part series.
548,The Tale of Janghwa and Hongryeon,NaN,NaN,['Drama'],KBS2,"Janghwa is the woman who gets everyone’s attention and love with her gorgeous appearance. She had a perfect marriage and enjoys her luxurious life. She only concerns and cares about herself, and she’s not changed after she got married.</p><p>Hongryeon, the deprived single mother, has a dream of having a happy family of her own, but this modest hope is not easy for her. Nevertheless, Hongryeon is an energetic and optimistic person who lives her life to the fullest.</p><p>The two very contrary women confront each other, as Janghwa abandons the mother-in-law and Hongryeon starts to look after her."
549,Daughter in Law,"Daughters-in-Law (Hangul: 며느리 전성시대; RR: Myeoneuri Jeonseongsidae) is a South Korean drama that aired from July 28, 2007 to January 20, 2008 in Korea by KBS2 starring Kim Ji-hoon, Lee Pil-mo, Lee Soo-kyung and Seo Young-hee. It premiered on KBS2 every Saturday and Sunday at 19:55 for 54 episodes.
The Korean title ""며느리 전성시대"" can be literally translated to ""The Golden Age of Daughters-in-Law"". This is an ironic reference to the fact that the traditional role of a Korean daughter-in-law was a life filled with thankless drudgery. This show explores whether modern life and ethos have improved the lives of daughters-in-law in various circumstances with a comedic tone.","['2000s South Korean television series', '2007 South Korean television series debuts', '2008 South Korean television series endings', 'Articles containing Korean-language text', 'HanCinema film ID same as Wikidata', 'Korean-language television programs', 'Korean Broadcasting System television dramas', 'South Korean comedy television series', 'South Korean romance television series']","['Romance', 'family']",SBS,"><p><img alt="""" class=""alignnone size-full wp-image-23000"" height=""547"" sizes=""(max-width: 364px) 100vw, 364px"" src=""https://www.koreandrama.org/wp-content/uploads/2008/07/Daughter-in-Law-01.jpg"" srcset=""https://www.koreandrama.org/wp-content/uploads/2008/07/Daughter-in-Law-01.jpg 364w, https://www.koreandrama.org/wp-content/uploads/2008/07/Daughter-in-Law-01-99x150.jpg 99w, https://www.koreandrama.org/wp-content/uploads/2008/07/Daughter-in-Law-01-199x300.jpg 199w"" title=""Daughter in Law 01"" width=""364""/></p><p>Title: 며느리와 며느님 / Daughter in Law<br/> chinese title : 媳妇儿和少奶奶<br/> Genre: Romance, family<br/> Episodes: 131<br/> Broadcast network: SBS<br/> Broadcast period: 2008-July-21 to 2008-Dec-20<br/> Air time: Mondays to Saturdays 8:30</p><p><span id=""more-727""></span></p><p><strong>Synopsis </strong></p><p>Noy Yet Available</p><p><strong>Cast </strong></p><p><em>Ma Family </em></p><p><a href=""http://star.koreandrama.org/?p=142"" target=""_blank"">Jung Chan</a> as Ma Kang Min<br/> <a href=""http://star.koreandrama.org/?p=905"" target=""_blank"">Lee Jong Soo</a> as Ma Kang San<br/> <a href=""http://star.koreandrama.org/?p=19050"" target=""_blank"">Choi Jong Won</a> as Ma Pyung Moon<br/> <a href=""http://star.koreandrama.org/?p=9600"" target=""_blank"">Jung Kyung Soon</a> as Ma Kang Ja<br/> <a href=""http://star.koreandrama.org/?p=39764"" target=""_blank"">Yoo Eun Mi</a> as Ma Ye Kyung (Soon Jung’s daughter)</p><p><em>Lee Family </em></p><p><a href=""http://star.koreandrama.org/?p=761"" target=""_blank"">Moon Jung Hee</a> as Lee Soon Jung<br/> Park Young Tae as Lee Sang Man<br/> <a href=""http://star.koreandrama.org/?p=21169"" target=""_blank"">Park Soo In</a> as Lee Yoo Jung (Soon Jung’s younger sister)</p><p><em>Kim Family </em></p><p><a href=""http://star.koreandrama.org/?p=791"" target=""_blank"">Kim Yeon Joo</a> as Kim Joo Ri<br/> <a href=""http://star.koreandrama.org/?p=39282"" target=""_blank"">Uhm Yoo Shin</a> as Oh Young Shil (Joo Ri’s mother)</p><p><em>Other people </em></p><p>Yoon Young Joon as Park Min Hyuk<br/> Ahn Do Kyoon as Park Joon<br/> <a href=""http://star.koreandrama.org/?p=4634"" target=""_blank"">Sun Woo Yong Nyeo</a> as Jang Ok Soon<br/> <a href=""http://star.koreandrama.org/?p=12420"" target=""_blank"">Kim Seung Hwan</a> as Oh Young Hoon<br/> Kim Myung Jin as Choi Soo Ho<br/> <a href=""http://star.koreandrama.org/?p=17483"" target=""_blank"">Kim Soo Yeon</a> as Kang Mi Ra<br/> <a href=""http://star.koreandrama.org/?p=4634"" target=""_blank"">Jung Yong Rye </a></p><p><strong>Production Credits </strong></p><p>Director: Hong Chun Chang<br/> Screenwriter: Kim Young In</p><p><a href=""http://tv.sbs.co.kr/mm/"" target=""_blank"">Official site </a></p><div class=""sharedaddy sd-sharing-enabled""><div class=""robots-nocontent sd-block sd-social sd-social-icon sd-sharing""><h3 class=""sd-title"">Share this:</h3><div class=""sd-content""><ul><li class=""share-facebook""><a class=""share-facebook sd-button share-icon no-text"" data-shared=""sharing-facebook-727"" href=""https://www.koreandrama.org/daughter-in-law/?share=facebook"" rel=""nofollow noopener noreferrer"" target=""_blank"" title=""Click to share on Facebook""><span></span><span class=""sharing-screen-reader-text"">Click to share on Facebook (Opens in new window)</span></a></li><li class=""share-twitter""><a class=""share-twitter sd-button share-icon no-text"" data-shared=""sharing-twitter-727"" href=""https://www.koreandrama.org/daughter-in-law/?share=twitter"" rel=""nofollow noopener noreferrer"" target=""_blank"" title=""Click to share on Twitter""><span></span><span class=""sharing-screen-reader-text"">Click to share on Twitter (Opens in new window)</span></a></li><li class=""share-end""></li></ul></div></div></div></div>"
550,Oh Lovers,"Moon Lovers: Scarlet Heart Ryeo (Hangul: 달의 연인 - 보보경심 려; Hanja: 달의戀人－步步驚心 麗; RR: Dar-ui yeon-in - Bobogyeongsim ryeo; MR: Tar-ŭi yŏnin - Popokyŏngsim ryŏ) is a South Korean television series based on the Chinese novel Bu Bu Jing Xin by Tong Hua. It aired from August 29, 2016 to November 1, 2016 on SBS every Monday and Tuesday at 22:00 (KST) for 20 episodes.Despite its ensemble cast, extensive publicity and US$13 million production budget, the series received criticisms for its screenplay, direction and performances. It did, however, perform well overseas. The drama has reportedly been sold for more than $400,000 per episode to the Chinese broadcasting station YouKu, totaling over $8 million and thus became the most expensive K-drama ever sold.","['2010s South Korean television series', '2016 South Korean television series debuts', '2016 South Korean television series endings', 'Album infoboxes lacking a cover', 'Alternate history television series', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'Articles with hAudio microformats', 'CS1 Japanese-language sources (ja)', 'CS1 Korean-language sources (ko)', 'CS1 Romanian-language sources (ro)', 'CS1 Thai-language sources (th)', 'CS1 Turkish-language sources (tr)', 'CS1 foreign language sources (ISO 639-2)', 'CS1 uses Japanese-language script (ja)', 'CS1 uses Korean-language script (ko)', 'Commons category link is on Wikidata', 'Fiction about body swapping', 'Interlanguage link template link number', 'Korean-language television programs', 'Pages using infobox television with editor parameter', 'Scarlet Heart', 'Seoul Broadcasting System television dramas', 'South Korean fantasy television series', 'South Korean historical television series', 'South Korean pre-produced television series', 'Television programs based on works by Tong Hua (writer)', 'Television series about time travel', 'Television series by Universal Television', 'Television series by YG Entertainment', 'Television series set in Goryeo', 'Television series set in the 10th century']",['Romance'],SBS,"><p><img alt=""ohlovers.jpg"" src=""https://www.koreandrama.org/wp-content/uploads/2008/12/ohlovers.jpg""/></p><p>Title: 연인이여 / Oh Lovers<br/> chinese title : 恋人啊<br/> Also known as: Dear Lover<br/> Episodes: 20<br/> Genre: Romance<br/> Broadcast network: SBS<br/> Broadcast period: 2007-Mar-30 to 2007-Jun-08<br/> Air time: Fridays 20:55 (2 episodes back-to-back)<br/> Related TV Shows: Koibito Yo</p><p><span id=""more-741""></span></p><p><strong>Synopsis </strong></p><p>Not yet available</p><p><strong>Cast </strong></p><p><a href=""http://star.koreandrama.org/?p=222"" target=""_blank"">Yoon Son Ha</a> as Lee Ae-young<br/> <a href=""http://star.koreandrama.org/?p=1266"" target=""_blank"">Yoo Oh Sung</a> as Go Dong-woo<br/> <a href=""http://star.koreandrama.org/?p=336"" target=""_blank"">Kim Suh Hyung</a> as Ha Jae-yin<br/> <a href=""http://star.koreandrama.org/?p=1218"" target=""_blank"">Lee Hyung Chul</a> as Jang Hyun Suk (34)</p><p><strong>Extended Cast </strong></p><p><a href=""http://star.koreandrama.org/?p=560"" target=""_blank"">Jang Yong</a> as Ae Young’s father<br/> <a href=""http://star.koreandrama.org/?p=43"" target=""_blank"">Park Jin Woo</a> as Kang Chul<br/> Han Na Young as Cha Myung Soon<br/> <a href=""http://star.koreandrama.org/?p=87"" target=""_blank"">Kwon Hae Hyo</a> as Park Kwang<br/> <a href=""http://star.koreandrama.org/?p=1100"" target=""_blank"">Lee Yeon Doo</a> as Hong Jang Mi<br/> Huh Geun Hyuk as Yoo Man Ki</p><p><strong>Production Credits </strong></p><p>Script writer: Han Joon Young<br/> Producer: Kang Shin Hyo</p><p><a href=""http://tv.sbs.co.kr/lover/index.html"" target=""_blank"">Official Website</a></p><div class=""sharedaddy sd-sharing-enabled""><div class=""robots-nocontent sd-block sd-social sd-social-icon sd-sharing""><h3 class=""sd-title"">Share this:</h3><div class=""sd-content""><ul><li class=""share-facebook""><a class=""share-facebook sd-button share-icon no-text"" data-shared=""sharing-facebook-741"" href=""https://www.koreandrama.org/oh-lovers/?share=facebook"" rel=""nofollow noopener noreferrer"" target=""_blank"" title=""Click to share on Facebook""><span></span><span class=""sharing-screen-reader-text"">Click to share on Facebook (Opens in new window)</span></a></li><li class=""share-twitter""><a class=""share-twitter sd-button share-icon no-text"" data-shared=""sharing-twitter-741"" href=""https://www.koreandrama.org/oh-lovers/?share=twitter"" rel=""nofollow noopener noreferrer"" target=""_blank"" title=""Click to share on Twitter""><span></span><span class=""sharing-screen-reader-text"">Click to share on Twitter (Opens in new window)</span></a></li><li class=""share-end""></li></ul></div></div></div></div>"
551,The Sound of Your Heart: Reboot (Season 2),"Sung Hoon (born Bang In-kyu on February 14, 1983) is a South Korean actor.","['1983 births', '21st-century South Korean male actors', 'Articles containing Korean-language text', 'Articles with hCards', 'CS1 Chinese-language sources (zh)', 'CS1 Korean-language sources (ko)', 'CS1 maint: BOT: original-url status unknown', 'Infobox person using alma mater', 'Living people', 'People from Daegu', 'South Korean male actors', 'South Korean male film actors', 'South Korean male models', 'South Korean male television actors', 'Yong-In University alumni']","['Comedy', 'Sitcom']",Netflix,"A sitcom with cheeky imagination, unexpected turn of events, and raucous laughter."
